"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Eric Lauer","Brewers","2","2","4.89","6","10","0","36.0","37","20","6","31","14","1.41","7.83","3.43","5.03","0.3","0.3","590.8","19316"
"Alex Young","Diamondbacks","2","2","4.54","5","18","0","40.0","40","20","6","33","15","1.40","7.58","3.38","4.71","0.3","0.3","597.2","18333"
"Logan Webb","Giants","1","2","4.30","5","7","0","29.0","29","14","3","24","11","1.41","7.39","3.60","4.38","0.3","0.3","599.1","17995"
"Andrew Chafin","Diamondbacks","1","1","3.70","0","25","0","25.0","22","10","3","26","10","1.31","9.57","3.75","3.89","0.3","0.3","600.0","12988"
"Matt Andriese","Angels","2","2","4.56","4","11","0","30.0","30","15","5","26","10","1.35","7.77","3.00","4.68","0.2","0.3","598.8","12022"
"Asher Wojciechowski","Orioles","2","4","5.71","9","9","0","51.0","53","32","12","44","19","1.42","7.90","3.37","5.92","0.2","0.2","593.6","10836"
"Drew Smyly","Giants","2","3","4.72","8","8","0","45.0","44","24","8","42","17","1.36","8.48","3.46","4.84","0.2","0.4","559.5","11760"
"Jake Diekman","Athletics","1","1","3.51","0","23","0","23.0","19","9","2","28","12","1.30","10.82","4.50","3.83","0.2","0.3","600.5","5003"
"Nick Pivetta","Phillies","1","1","4.03","1","20","1","26.0","23","12","4","28","9","1.25","9.76","3.05","4.16","0.2","0.3","581.1","15454"
"Jose Alvarado","Rays","1","1","3.31","0","22","3","22.0","17","8","2","28","11","1.30","11.40","4.60","3.61","0.2","0.3","516.8","17780"
"Seth Lugo","Mets","1","1","3.74","0","24","1","24.0","22","10","3","26","7","1.19","9.78","2.45","3.73","0.2","0.2","263.0","12447"
"Chris Martin","Braves","1","1","3.47","0","19","0","19.0","18","7","2","21","4","1.14","9.70","1.94","3.42","0.2","0.3","592.6","11847"
"Mychal Givens","Orioles","1","1","4.01","0","24","5","24.0","21","11","4","28","10","1.26","10.49","3.66","4.18","0.2","0.3","312.1","10430"
"Brad Hand","Indians","1","1","3.78","0","24","11","24.0","20","10","3","29","9","1.21","10.87","3.22","3.87","0.2","0.3","95.6","9111"
"Tyler Mahle","Reds","1","2","4.37","2","15","0","26.0","26","13","4","26","8","1.29","8.97","2.75","4.38","0.2","0.2","559.3","16358"
"James Karinchak","Indians","1","1","3.59","0","21","1","21.0","16","8","2","29","11","1.29","12.43","4.80","3.70","0.2","0.3","393.9","20151"
"Craig Kimbrel","Cubs","1","1","3.79","0","24","12","24.0","19","10","3","32","11","1.23","11.89","4.03","3.86","0.2","0.3","132.5","6655"
"Spencer Howard","Phillies","1","2","4.71","4","4","0","24.0","23","13","4","23","10","1.40","8.63","3.88","4.91","0.2","0.3","293.4","sa3004923"
"Matt Manning","Tigers","1","2","5.09","5","5","0","27.0","28","15","5","24","12","1.48","7.78","3.99","5.12","0.2","0.1","999.0","sa917924"
"Will Smith","Braves","1","1","3.50","0","21","4","21.0","18","8","3","27","8","1.18","11.17","3.15","3.57","0.2","0.3","192.4","8048"
"Corey Knebel","Brewers","1","1","3.72","0","19","2","19.0","15","8","2","24","8","1.26","11.73","4.09","3.76","0.2","0.3","339.7","15010"
"Tyler Alexander","Tigers","1","1","4.57","2","17","0","25.0","27","13","4","20","5","1.28","7.37","1.91","4.63","0.2","0.1","600.6","17735"
"Jordan Yamamoto","Marlins","2","2","4.81","6","6","0","33.0","33","18","5","30","14","1.42","8.10","3.80","4.87","0.2","0.2","571.9","17585"
"Blake Treinen","Dodgers","1","1","3.61","0","23","1","23.0","21","9","2","23","9","1.28","9.15","3.44","3.81","0.2","0.2","404.6","12572"
"Randy Dobnak","Twins","2","1","4.76","3","12","0","26.0","29","14","4","18","8","1.40","6.20","2.62","4.79","0.2","0.2","590.2","23798"
"Oliver Drake","Rays","1","1","3.49","0","20","0","20.0","17","8","2","24","7","1.22","10.41","3.31","3.63","0.2","0.2","600.8","8823"
"Michael Pineda","Twins","1","1","4.67","3","3","0","17.0","18","9","3","15","4","1.29","8.16","2.24","4.57","0.2","0.3","532.9","5372"
"Rafael Montero","Rangers","1","1","4.01","0","21","1","21.0","19","9","3","23","8","1.28","9.87","3.35","4.06","0.2","0.3","564.9","12760"
"Giovanny Gallegos","Cardinals","1","1","3.90","0","22","5","22.0","20","10","3","25","7","1.21","10.07","2.87","3.97","0.2","0.2","209.4","14986"
"Zach Davies","Padres","3","4","5.24","11","11","0","60.0","70","35","10","38","20","1.50","5.70","2.99","5.22","0.2","0.1","546.9","13183"
"Brett Martin","Rangers","1","1","3.78","0","18","0","18.0","17","7","2","17","6","1.29","8.80","3.16","3.96","0.2","0.3","999.0","17369"
"Tarik Skubal","Tigers","1","1","4.61","3","3","0","17.0","17","9","3","17","7","1.37","8.90","3.56","4.72","0.2","0.3","594.1","sa3007593"
"Julio Teheran","Angels","4","4","5.27","11","11","0","66.0","69","39","13","57","28","1.45","7.75","3.76","5.43","0.2","0.2","501.2","6797"
"Drew Pomeranz","Padres","1","1","3.59","0","21","0","21.0","18","9","3","25","8","1.22","10.66","3.34","3.71","0.2","0.2","434.6","11426"
"Raisel Iglesias","Reds","1","1","4.14","0","24","12","24.0","22","11","4","27","9","1.26","10.04","3.22","4.23","0.2","0.2","115.7","17130"
"Kolby Allard","Rangers","1","1","4.62","2","5","0","16.0","17","8","3","14","6","1.40","7.53","3.40","4.81","0.2","0.2","600.7","18694"
"Ryan Borucki","Blue Jays","1","2","4.71","4","9","0","26.0","27","13","4","21","9","1.41","7.46","3.28","4.78","0.2","0.2","599.8","16350"
"Luke Jackson","Braves","1","1","3.59","0","21","0","21.0","19","9","2","25","9","1.26","10.50","3.59","3.64","0.2","0.3","588.8","11752"
"Ryne Stanek","Marlins","1","1","3.74","0","24","2","24.0","20","10","3","29","10","1.25","10.94","3.85","3.88","0.2","0.2","580.3","15947"
"Jairo Diaz","Rockies","1","1","4.28","0","24","1","24.0","23","11","3","24","10","1.38","8.90","3.71","4.24","0.2","0.3","583.1","12774"
"Jorge Lopez","Royals","2","2","4.92","5","10","0","31.0","33","17","5","25","12","1.43","7.30","3.39","4.89","0.2","0.3","597.3","14527"
"Joe Kelly","Dodgers","1","1","3.57","0","24","0","24.0","21","10","3","26","10","1.28","9.55","3.64","3.82","0.2","0.3","599.5","9761"
"Joe Jimenez","Tigers","1","1","4.21","0","24","11","24.0","21","11","4","28","10","1.27","10.54","3.55","4.26","0.2","0.2","176.1","15761"
"Elieser Hernandez","Marlins","1","2","4.81","5","10","0","32.0","31","17","6","30","12","1.35","8.42","3.29","4.96","0.2","0.2","581.2","16933"
"Keone Kela","Pirates","1","1","3.78","0","19","8","19.0","16","8","2","22","7","1.24","10.67","3.43","3.73","0.2","0.2","216.1","14696"
"Brandon Workman","Red Sox","1","1","3.88","0","25","11","25.0","22","11","3","30","12","1.32","10.80","4.17","3.92","0.2","0.3","133.2","11428"
"Erick Fedde","Nationals","1","2","4.80","4","9","0","25.0","28","13","4","18","10","1.48","6.32","3.41","4.88","0.2","0.1","600.0","17425"
"Alec Mills","Cubs","2","2","4.95","5","11","0","36.0","38","20","6","29","13","1.41","7.23","3.25","5.04","0.2","0.2","582.1","13834"
"Joakim Soria","Athletics","1","1","3.88","0","23","1","23.0","21","10","3","24","8","1.24","9.48","3.01","3.99","0.2","0.2","595.1","6941"
"Erik Swanson","Mariners","1","1","4.19","1","23","0","25.0","24","12","4","26","7","1.21","9.01","2.46","4.34","0.2","0.1","999.0","16587"
"Bryse Wilson","Braves","1","1","3.91","1","13","0","19.0","18","8","3","19","6","1.24","8.89","2.62","4.00","0.2","0.2","599.5","19990"
"Peter Fairbanks","Rays","1","1","3.58","0","19","1","19.0","15","7","2","22","8","1.24","10.85","3.68","3.70","0.2","0.2","600.2","17998"
"Logan Allen","Indians","2","2","4.73","5","11","0","34.0","34","18","5","29","14","1.43","7.83","3.76","4.95","0.2","0.4","598.5","18555"
"Dean Kremer","Orioles","1","2","5.36","5","5","0","27.0","28","16","5","24","12","1.48","7.75","3.99","5.53","0.2","0.2","999.0","sa876350"
"Trevor May","Twins","1","1","4.18","0","22","1","22.0","20","10","3","26","9","1.29","10.41","3.67","4.20","0.2","0.2","563.7","6398"
"Austin Pruitt","Astros","2","1","4.48","2","15","0","26.0","27","13","4","21","7","1.34","7.43","2.49","4.46","0.2","0.1","595.0","15290"
"Zack Godley","Red Sox","2","2","5.18","6","8","0","35.0","38","20","6","28","15","1.51","7.11","3.84","5.17","0.2","0.2","599.2","14862"
"Kenley Jansen","Dodgers","1","1","4.02","0","23","13","23.0","21","10","4","25","6","1.16","9.83","2.48","4.11","0.2","0.1","86.3","3096"
"Brad Wieck","Cubs","1","1","3.84","0","20","0","20.0","16","8","3","25","9","1.28","11.25","4.09","4.02","0.2","0.2","999.0","16390"
"Mark Melancon","Braves","1","1","3.84","0","24","8","24.0","24","10","3","21","7","1.31","7.93","2.72","3.90","0.2","0.2","173.7","4264"
"Sean Doolittle","Nationals","1","1","4.18","0","22","7","22.0","20","10","4","23","7","1.22","9.39","2.73","4.37","0.2","0.2","176.4","1581"
"Derek Holland","Pirates","2","3","4.97","6","16","0","43.0","45","24","7","39","18","1.47","8.08","3.82","4.97","0.2","0.2","999.0","4141"
"Tim Hill","Padres","1","1","3.61","0","18","0","18.0","17","7","2","16","6","1.31","8.15","3.15","3.84","0.2","0.2","999.0","16814"
"Lucas Sims","Reds","1","1","4.16","1","15","0","18.0","15","8","3","22","8","1.27","10.86","3.75","4.31","0.2","0.2","600.9","13470"
"Patrick Sandoval","Angels","1","1","4.14","2","4","0","15.0","14","7","2","14","6","1.36","8.73","3.77","4.44","0.2","0.2","591.2","19447"
"Forrest Whitley","Astros","1","1","4.85","4","4","0","21.0","19","11","3","21","10","1.45","9.20","4.59","5.00","0.2","0.2","999.0","sa917930"
"Anthony Bass","Blue Jays","1","1","4.19","0","24","1","24.0","24","11","3","23","8","1.33","8.54","3.03","4.21","0.2","0.1","597.6","7982"
"Hector Neris","Phillies","1","1","4.00","0","22","9","22.0","19","10","4","26","8","1.23","10.70","3.36","4.16","0.2","0.1","115.0","11804"
"Brad Peacock","Astros","1","1","3.93","0","17","0","17.0","15","7","2","20","6","1.22","10.64","3.05","3.89","0.2","0.1","583.7","5401"
"Trevor Richards","Rays","1","1","4.60","3","11","0","25.0","24","13","4","24","9","1.34","8.59","3.26","4.78","0.2","0.2","555.2","19309"
"Jhoulys Chacin","Braves","1","1","4.93","4","5","0","21.0","22","11","3","17","8","1.42","7.39","3.33","5.02","0.1","0.2","599.1","2608"
"Wade LeBlanc","Orioles","2","3","5.81","8","8","0","46.0","54","30","11","31","16","1.52","6.08","3.08","5.96","0.1","0.0","999.0","5221"
"Tanner Scott","Orioles","1","1","3.70","0","13","0","13.0","11","5","1","16","7","1.36","10.96","4.73","3.97","0.1","0.2","999.0","17586"
"Andrew Kittredge","Rays","1","1","3.48","0","13","0","13.0","11","5","2","14","4","1.18","9.93","2.72","3.62","0.1","0.2","600.6","12828"
"Archie Bradley","Diamondbacks","1","1","4.10","0","24","12","24.0","22","11","3","25","10","1.33","9.31","3.62","4.12","0.1","0.1","143.2","12918"
"Andrew Miller","Cardinals","1","1","3.85","0","20","1","20.0","18","9","3","23","8","1.28","10.00","3.68","4.03","0.1","0.2","560.5","6785"
"Nick Burdi","Pirates","1","1","3.94","0","16","1","16.0","14","7","2","19","7","1.31","10.49","3.71","3.89","0.1","0.1","503.6","16074"
"Kevin Ginkel","Diamondbacks","1","1","4.02","0","22","0","22.0","19","10","3","26","9","1.28","10.38","3.76","4.08","0.1","0.1","552.6","19876"
"Chris Devenski","Astros","1","1","4.32","0","23","0","23.0","21","11","4","24","7","1.25","9.54","2.85","4.35","0.1","0.1","595.7","12763"
"Scott Oberg","Rockies","1","1","4.38","0","21","1","21.0","21","10","3","19","8","1.39","8.24","3.46","4.33","0.1","0.2","297.4","13911"
"Andrew Suarez","Giants","1","2","4.58","4","7","0","24.0","26","12","3","17","8","1.43","6.35","3.17","4.76","0.1","0.2","999.0","18300"
"Tanner Rainey","Nationals","1","1","3.85","0","22","0","22.0","17","10","2","28","14","1.44","11.48","5.87","4.20","0.1","0.3","598.6","17610"
"Cal Quantrill","Padres","1","1","4.44","2","14","0","25.0","26","12","4","21","8","1.33","7.42","2.72","4.49","0.1","0.2","592.5","19312"
"Lou Trivino","Athletics","1","1","4.12","0","21","0","21.0","19","10","3","21","9","1.34","9.03","3.87","4.26","0.1","0.2","599.7","15043"
"Robbie Erlin","Pirates","1","1","4.65","2","5","0","16.0","18","8","2","12","5","1.40","6.48","2.52","4.58","0.1","0.1","999.0","10354"
"Tommy Milone","Orioles","2","3","5.64","7","8","0","39.0","44","24","9","29","12","1.44","6.75","2.71","5.82","0.1","0.1","600.8","7608"
"Jace Fry","White Sox","1","1","3.88","0","20","0","20.0","18","9","2","23","11","1.39","10.35","4.71","4.13","0.1","0.1","999.0","16159"
"Richard Bleier","Orioles","1","1","4.37","0","24","1","24.0","27","12","3","15","7","1.40","5.63","2.48","4.57","0.1","0.1","601.0","7803"
"Kohl Stewart","Orioles","1","2","5.30","4","9","0","28.0","31","17","4","20","13","1.57","6.24","4.15","5.41","0.1","0.1","999.0","15502"
"Amir Garrett","Reds","1","1","4.09","0","25","0","25.0","22","11","4","29","12","1.34","10.40","4.13","4.27","0.1","0.2","592.7","14375"
"Matt Strahm","Padres","1","1","3.97","0","20","0","20.0","19","9","3","21","6","1.21","9.28","2.54","4.10","0.1","0.1","588.2","13799"
"Adam Ottavino","Yankees","1","1","4.39","0","25","1","25.0","21","12","4","31","13","1.37","10.95","4.66","4.47","0.1","0.1","529.4","1247"
"Joseph Palumbo","Rangers","0","0","3.95","1","6","0","9.0","8","4","1","10","4","1.28","10.63","3.78","4.11","0.1","0.2","600.5","17035"
"Carlos Estevez","Rockies","1","1","4.39","0","20","1","20.0","19","10","3","21","8","1.34","9.44","3.50","4.35","0.1","0.2","600.5","14542"
"Brent Suter","Brewers","1","1","4.37","1","24","0","26.0","27","13","4","23","7","1.28","7.89","2.30","4.54","0.1","0.1","588.1","13942"
"Justin Wilson","Mets","1","1","3.84","0","22","1","22.0","19","9","3","25","10","1.32","10.26","4.18","4.03","0.1","0.2","599.5","4301"
"Brusdar Graterol","Dodgers","1","1","3.62","0","17","0","17.0","15","7","2","17","6","1.25","9.38","3.28","3.84","0.1","0.2","578.0","20367"
"Trevor Gott","Giants","1","1","3.92","0","20","2","20.0","19","9","2","20","8","1.33","8.69","3.56","4.06","0.1","0.1","597.4","15046"
"Cam Bedrosian","Angels","1","1","4.03","0","22","1","22.0","21","10","3","22","8","1.30","9.01","3.25","4.16","0.1","0.1","600.8","13360"
"Peter Lambert","Rockies","1","1","5.49","4","4","0","19.0","23","12","3","13","6","1.51","5.86","3.02","5.36","0.1","0.1","999.0","17969"
"Nick Neidert","Marlins","1","2","4.83","4","5","0","22.0","23","12","4","18","8","1.40","7.08","3.22","4.96","0.1","0.1","999.0","18699"
"Stephen Tarpley","Marlins","1","1","3.62","0","17","0","17.0","15","7","2","17","8","1.39","8.94","4.36","4.01","0.1","0.2","999.0","15859"
"Shun Yamaguchi","Blue Jays","1","1","4.53","1","18","0","21.0","20","10","3","21","8","1.36","9.03","3.42","4.53","0.1","0.1","598.3","27460"
"Zack Littell","Twins","1","1","4.32","0","17","0","17.0","16","8","2","16","6","1.32","8.69","3.22","4.43","0.1","0.1","999.0","15823"
"Tony Gonsolin","Dodgers","1","1","4.63","3","7","0","20.0","20","11","3","19","8","1.35","8.38","3.51","4.85","0.1","0.1","555.4","19388"
"Nick Goody","Rangers","1","1","4.70","0","25","0","25.0","23","13","5","28","11","1.36","9.92","4.09","4.85","0.1","0.2","999.0","13685"
"Craig Stammen","Padres","1","1","4.15","0","24","0","24.0","24","11","3","22","7","1.31","8.06","2.63","4.12","0.1","0.1","599.1","7274"
"Daniel Mengden","Athletics","1","1","5.10","4","7","0","24.0","26","14","4","17","8","1.43","6.43","3.00","5.19","0.1","0.0","600.5","16980"
"Matt Magill","Mariners","1","1","4.12","0","22","5","22.0","20","10","3","24","8","1.27","9.74","3.36","4.27","0.1","0.1","346.4","3950"
"Chaz Roe","Rays","1","1","4.12","0","24","0","24.0","22","11","3","26","11","1.35","9.62","4.00","4.24","0.1","0.1","592.6","9866"
"Jesse Chavez","Rangers","1","1","4.50","0","19","1","19.0","20","10","3","18","6","1.32","8.28","2.58","4.55","0.1","0.2","600.5","5448"
"Caleb Ferguson","Dodgers","1","1","3.62","0","14","0","14.0","12","6","2","17","6","1.25","10.74","3.81","3.90","0.1","0.1","601.0","19349"
"Paul Fry","Orioles","1","1","4.28","0","19","0","19.0","18","9","2","18","9","1.44","8.58","4.28","4.54","0.1","0.1","999.0","15832"
"Wilmer Font","Blue Jays","1","1","4.12","0","12","0","12.0","11","6","2","14","4","1.22","10.19","2.87","4.14","0.1","0.1","599.5","5257"
"Scott Barlow","Royals","1","1","4.17","0","24","0","24.0","21","11","3","26","11","1.33","9.82","4.06","4.30","0.1","0.2","596.1","14993"
"Michael King","Yankees","1","1","4.74","2","7","0","16.0","17","8","3","12","4","1.35","7.03","2.54","4.90","0.1","0.1","598.0","19853"
"Jonathan Hernandez","Rangers","1","1","4.29","0","17","0","17.0","16","8","2","16","8","1.40","8.89","4.08","4.43","0.1","0.1","598.6","17464"
"Ryne Harper","Nationals","1","1","4.18","0","13","0","13.0","13","6","2","12","4","1.31","8.07","2.91","4.30","0.1","0.0","999.0","12680"
"Adrian Morejon","","0","0","3.87","1","4","0","7.0","6","3","1","7","3","1.31","9.46","3.76","4.11","0.1","0.1","600.7","20039"
"Oliver Perez","Indians","1","1","4.15","0","23","0","23.0","21","11","4","25","8","1.27","9.53","3.14","4.32","0.1","0.1","999.0","1514"
"Colten Brewer","Red Sox","1","1","4.59","2","14","0","22.0","23","11","3","20","11","1.49","7.95","4.33","4.67","0.1","0.2","999.0","12997"
"Clayton Richard","","1","1","4.85","2","2","0","13.0","15","7","2","9","5","1.51","5.80","3.43","5.03","0.1","0.1","999.0","3551"
"Marcus Walden","Red Sox","1","1","4.21","0","21","0","21.0","21","10","3","19","8","1.37","8.20","3.51","4.27","0.1","0.1","999.0","8004"
"Buck Farmer","Tigers","1","1","4.47","0","24","1","24.0","23","12","4","24","9","1.36","9.04","3.48","4.52","0.1","0.1","596.4","14814"
"Ryan Brasier","Red Sox","1","1","4.30","0","18","0","18.0","17","8","3","18","6","1.28","9.32","3.06","4.36","0.1","0.2","593.0","5615"
"Alex Colome","White Sox","1","1","4.31","0","24","11","24.0","24","12","4","24","9","1.34","8.92","3.26","4.39","0.1","0.1","132.5","6661"
"Dan Altavilla","Mariners","1","1","4.01","0","19","1","19.0","15","8","2","22","9","1.33","10.72","4.44","4.21","0.1","0.1","599.9","16507"
"Austin Gomber","Cardinals","1","1","4.19","1","13","0","19.0","18","9","3","18","7","1.33","8.61","3.48","4.46","0.1","0.2","600.5","16561"
"Hunter Harvey","Orioles","1","1","4.49","0","21","5","21.0","20","11","4","22","8","1.34","9.36","3.60","4.64","0.1","0.1","333.9","15507"
"Casey Mize","Tigers","1","1","5.27","2","2","0","14.0","15","8","3","10","4","1.43","6.87","2.95","5.27","0.1","0.1","999.0","sa3008444"
"Clay Buchholz","","1","1","5.27","4","4","0","20.0","23","12","4","14","6","1.44","6.44","2.90","5.32","0.1","0.0","999.0","3543"
"Bryan Abreu","Astros","1","1","4.08","0","21","0","21.0","18","10","3","26","11","1.37","10.77","4.73","4.26","0.1","0.2","580.5","16609"
"Sam Gaviglio","Blue Jays","1","1","4.46","0","20","0","20.0","21","10","3","18","5","1.31","7.98","2.31","4.39","0.1","0.0","600.8","12778"
"Rowan Wick","Cubs","1","1","4.29","0","24","0","24.0","22","11","3","24","11","1.41","8.95","4.30","4.44","0.1","0.2","568.8","14646"
"Josh Taylor","Red Sox","1","1","3.85","0","13","0","13.0","11","6","2","14","6","1.31","9.96","3.88","4.07","0.1","0.2","599.5","17359"
"Robert Stephenson","Reds","1","1","4.33","0","19","0","19.0","16","9","3","22","8","1.33","10.48","4.09","4.47","0.1","0.2","597.0","13594"
"Chi Chi Gonzalez","Rockies","1","1","5.36","2","6","0","14.0","15","8","2","10","6","1.55","6.71","3.84","5.21","0.1","0.1","999.0","14663"
"Jose Cisnero","Tigers","1","1","4.70","0","24","0","24.0","23","13","4","24","11","1.42","9.15","4.17","4.77","0.1","0.1","999.0","6399"
"Daniel Hudson","Nationals","1","1","4.49","0","24","5","24.0","23","12","4","23","10","1.38","8.73","3.87","4.65","0.1","0.1","267.3","7146"
"Brandon Brennan","Mariners","1","1","4.03","0","22","0","22.0","21","10","3","21","10","1.38","8.70","4.00","4.26","0.1","0.1","600.8","13527"
"Trevor Cahill","Giants","1","1","4.13","1","15","0","17.0","17","8","2","16","6","1.34","8.11","3.25","4.12","0.1","0.1","599.3","6249"
"Hansel Robles","Angels","1","1","4.20","0","24","9","24.0","22","11","4","26","9","1.27","9.65","3.25","4.35","0.1","0.1","133.9","11801"
