"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Josh Bell","Pirates","110","460","401","112","23","3","18","60","66","54","86","2","2","3",".279",".364",".489",".853",".364","-4.1","-1.7","1.8","13145"
"Jose Ramirez","Indians","108","452","390","107","26","2","18","65","61","54","57","4","19","6",".273",".364",".490",".854",".364","2.0","2.8","3.7","13510"
"Ronald Acuna Jr.","Braves","102","429","381","106","18","3","20","62","58","40","107","5","14","6",".277",".351",".500",".851",".363","0.7","0.7","2.8","18401"
"Daniel Murphy","Rockies","74","312","284","85","20","2","11","41","47","23","38","2","2","1",".298",".353",".497",".850",".360","-0.8","-0.2","0.8","4316"
"Trevor Story","Rockies","105","441","397","106","23","3","24","64","69","35","125","5","14","4",".267",".332",".518",".850",".359","1.2","1.3","2.8","12564"
"Shohei Ohtani","Angels","88","371","327","87","17","1","19","52","59","38","105","2","7","3",".267",".345",".498",".843",".359","0.0","0.2","1.8","19755"
"Gary Sanchez","Yankees","82","344","306","76","13","1","23","50","61","32","87","4","2","1",".249",".327",".522",".848",".359","-2.4","-0.2","2.3","11442"
"Jose Altuve","Astros","97","406","361","107","20","2","13","57","50","36","53","5","11","4",".298",".366",".468",".834",".358","-1.6","0.3","3.0","5417"
"Michael Conforto","Mets","92","385","325","81","17","1","19","51","54","51","95","6","3","2",".250",".359",".478",".838",".358","2.0","0.4","2.6","16376"
"Andrew McCutchen","Phillies","98","410","347","89","18","1","17","58","50","55","92","4","6","3",".258",".365",".463",".827",".358","-0.7","-0.6","2.1","9847"
"Carlos Correa","Astros","100","420","367","99","21","2","18","57","66","47","95","3","3","1",".269",".354",".482",".836",".358","-1.5","0.5","3.4","14162"
"Eugenio Suarez","Reds","103","433","377","98","18","1","22","57","66","46","104","5","3","2",".261",".347",".489",".836",".356","0.6","-0.9","2.7","12552"
"Manny Machado","Padres","106","447","398","110","21","1","22","58","63","43","77","2","6","2",".276",".348",".496",".844",".356","3.4","-0.2","3.5","11493"
"Carlos Santana","Indians","113","475","395","100","22","1","19","62","64","74","73","3","3","1",".253",".372",".454",".825",".356","0.7","-0.3","2.0","2396"
"Yasmani Grandal","Brewers","78","329","277","68","12","1","16","41","47","47","81","2","2","1",".244",".355",".471",".826",".356","0.6","-1.5","3.3","11368"
"Khris Davis","Athletics","100","420","371","91","16","1","27","58","73","41","118","5","1","0",".246",".327",".514",".841",".355","0.0","-1.0","1.7","9112"
"Matt Carpenter","Cardinals","108","452","374","92","23","1","18","67","51","68","104","4","3","2",".246",".366",".458",".825",".355","-3.2","-0.2","2.6","8090"
"Xander Bogaerts","Red Sox","105","443","393","111","25","1","15","62","62","43","81","4","6","2",".283",".356",".466",".822",".353","-0.4","1.2","3.1","12161"
"Luke Voit","Yankees","97","409","357","93","16","1","19","56","60","42","97","6","1","0",".260",".347",".472",".819",".352","-1.2","-0.1","1.5","14811"
"Javier Baez","Cubs","110","460","427","119","25","3","24","64","73","25","125","4","11","4",".278",".322",".517",".839",".351","0.5","1.2","3.4","12979"
"Rafael Devers","Red Sox","95","400","363","102","23","1","17","55","58","33","84","1","7","3",".281",".340",".489",".829",".351","-3.5","0.6","2.1","17350"
"Andrew Benintendi","Red Sox","96","405","352","98","22","3","11","58","49","44","72","4","11","3",".277",".361",".452",".813",".351","1.7","1.2","2.1","17901"
"Daniel Vogelbach","Mariners","75","314","265","65","12","0","14","41","42","45","69","2","1","0",".246",".358",".450",".807",".351","-0.1","-0.4","1.3","14130"
"Tommy Pham","Rays","98","411","350","92","13","3","15","58","48","52","103","5","11","5",".261",".362",".446",".807",".350","2.8","1.0","2.6","2967"
"Mike Moustakas","Brewers","89","373","339","89","18","0","21","48","60","28","65","4","2","1",".262",".322",".506",".829",".350","-0.2","-0.8","2.1","4892"
"Marcell Ozuna","Cardinals","103","433","393","108","19","1","20","56","70","35","85","2","3","1",".276",".336",".486",".822",".350","1.8","0.2","2.3","10324"
"Shin-Soo Choo","Rangers","90","377","320","83","16","1","13","52","40","47","89","6","4","2",".259",".363",".440",".803",".350","-0.9","-0.3","1.1","3174"
"Matt Chapman","Athletics","105","439","387","97","23","3","21","61","60","43","109","5","2","2",".250",".331",".489",".820",".350","6.9","0.5","3.7","16505"
"C.J. Cron","Twins","75","314","284","75","16","1","16","40","49","21","72","6","1","1",".264",".326",".496",".821",".350","0.5","-0.6","1.2","12546"
"Jose Abreu","White Sox","106","447","406","111","24","1","20","55","68","29","92","8","2","1",".274",".333",".490",".823",".349","-1.7","-1.0","1.6","15676"
"David Peralta","Diamondbacks","89","372","337","95","19","3","13","46","48","28","77","4","2","1",".282",".342",".475",".817",".348","0.9","0.2","1.7","2136"
"Edwin Encarnacion","Mariners","90","379","323","77","12","1","20","51","58","49","84","5","1","0",".238",".343",".465",".808",".348","-0.3","-1.5","1.5","2151"
"Max Muncy","Dodgers","96","405","344","83","15","2","19","54","56","54","107","3","3","1",".243",".349",".460",".809",".348","0.5","0.5","2.0","13301"
"Eloy Jimenez","White Sox","100","418","386","107","19","2","20","50","55","26","91","3","1","1",".278",".325",".494",".819",".347","-4.4","-0.2","1.6","17484"
"Miguel Cabrera","Tigers","103","432","376","105","20","1","13","48","55","50","87","3","0","1",".280",".365",".444",".810",".347","-0.1","-2.4","1.4","1744"
"Willson Contreras","Cubs","78","329","285","75","15","1","12","39","44","34","75","6","3","2",".263",".353",".450",".802",".347","0.3","-1.2","1.7","11609"
"Gleyber Torres","Yankees","103","433","388","103","18","1","21","54","64","36","101","4","7","3",".266",".332",".480",".812",".346","-3.0","-0.3","2.3","16997"
"Justin Smoak","Blue Jays","104","438","372","88","19","1","21","55","61","59","108","3","0","0",".236",".344",".460",".804",".346","0.6","-1.6","1.6","9054"
"Peter Alonso","Mets","100","418","368","89","18","1","23","56","61","38","111","8","1","1",".242",".325",".487",".812",".346","1.6","-0.3","1.9","19251"
"Kyle Schwarber","Cubs","95","398","334","79","12","2","21","55","54","56","115","3","3","2",".236",".348",".471",".819",".346","1.0","0.1","1.8","16478"
"Michael Brantley","Astros","95","397","359","104","22","1","12","51","53","31","43","3","7","2",".289",".348",".455",".803",".346","-0.1","0.6","2.0","4106"
"Nicholas Castellanos","Tigers","106","446","407","112","26","4","17","54","58","32","103","4","2","2",".274",".330",".483",".812",".345","-5.4","-0.5","1.3","11737"
"Matt Olson","Athletics","89","373","324","77","17","1","19","49","53","43","97","4","1","1",".239",".333",".475",".808",".345","3.8","-0.4","1.9","14344"
"J.T. Realmuto","Phillies","86","362","328","89","19","2","15","48","53","24","75","5","3","1",".272",".330",".480",".810",".345","2.9","0.7","3.1","11739"
"Ryan Braun","Brewers","85","355","320","86","17","1","16","47","53","29","72","3","8","3",".268",".332",".477",".810",".344","-1.8","-0.4","1.2","3410"
"Jesse Winker","Reds","94","395","342","92","18","0","13","49","44","45","65","4","2","1",".269",".359",".435",".794",".344","-3.3","-0.6","1.2","13590"
"Brandon Belt","Giants","95","399","340","84","20","3","13","48","45","53","96","4","3","1",".249",".353",".442",".795",".344","3.8","0.0","1.9","10264"
"Yasiel Puig","Reds","96","404","361","93","17","1","20","50","60","36","88","3","11","5",".259",".329",".477",".806",".344","2.5","-0.3","1.8","14225"
"Aaron Hicks","Yankees","94","395","335","82","15","2","16","55","51","53","82","2","6","3",".246",".350",".440",".790",".343","0.9","0.9","2.5","5297"
"Max Kepler","Twins","99","414","363","93","22","2","16","57","52","42","71","4","5","3",".256",".337",".463",".800",".343","4.2","0.4","2.2","12144"
"Yordan Alvarez","Astros","40","168","149","39","7","0","8","23","24","15","43","1","1","0",".260",".331",".478",".808",".343","0.0","0.1","0.6","sa943524"
"Corey Seager","Dodgers","100","419","371","101","23","1","13","56","54","41","81","4","2","1",".272",".347",".449",".797",".343","2.6","0.9","3.2","13624"
"Adam Eaton","Nationals","96","405","355","101","18","4","8","54","35","37","71","8","8","3",".285",".362",".418",".781",".342","2.3","1.1","1.8","11205"
"Miguel Sano","Twins","95","399","348","81","16","1","22","54","60","46","144","2","1","0",".232",".323",".475",".799",".341","-1.8","-0.8","1.7","12164"
"Eddie Rosario","Twins","104","437","410","114","22","2","20","61","66","22","80","1","6","3",".279",".316",".490",".806",".341","3.4","1.3","2.2","12155"
"Franmil Reyes","Padres","91","382","343","87","14","1","21","50","54","33","102","2","1","1",".253",".319",".483",".802",".341","-1.4","-0.2","1.4","14566"
"David Dahl","Rockies","99","417","383","104","22","4","17","53","59","28","114","2","8","4",".272",".322",".481",".804",".341","0.2","0.3","1.3","13744"
"Jorge Polanco","Twins","102","428","385","108","21","5","11","54","50","35","71","2","7","4",".280",".341",".448",".789",".340","-3.9","0.1","2.2","13152"
"Jose Martinez","Cardinals","84","354","319","92","17","0","10","42","46","30","65","2","2","1",".288",".349",".436",".785",".340","-2.3","-0.2","1.2","7996"
"Derek Dietrich","Reds","72","304","266","67","13","2","13","38","39","22","73","12","1","1",".250",".333",".458",".792",".340","-1.7","0.0","1.2","10542"
"Eric Thames","Brewers","48","200","171","39","8","1","10","27","27","25","64","3","3","1",".230",".334",".460",".794",".340","-1.0","0.0","0.6","3711"
"Wilmer Flores","Diamondbacks","25","105","97","27","6","0","4","12","15","6","12","1","0","0",".281",".330",".465",".794",".340","-0.6","-0.3","0.4","5827"
"Justin Upton","Angels","65","271","236","57","11","0","13","35","39","29","82","3","3","1",".242",".330",".462",".792",".340","-0.9","0.5","1.1","5222"
"Mitch Haniger","Mariners","105","439","385","97","21","2","17","59","54","43","105","7","6","2",".253",".336",".453",".789",".339","1.2","-0.1","2.3","14274"
"Paul DeJong","Cardinals","105","442","396","103","23","1","18","58","61","35","106","7","3","1",".259",".329",".460",".789",".339","2.0","0.4","2.9","18015"
"Austin Meadows","Rays","92","387","351","94","21","2","15","49","49","28","78","3","12","4",".268",".327",".469",".795",".339","-1.9","1.0","1.6","15672"
"Stephen Piscotty","Athletics","102","429","380","99","24","1","15","52","55","39","90","6","3","2",".260",".336",".447",".783",".338","1.0","-0.7","1.9","13367"
"Brendan Rodgers","Rockies","85","355","327","93","19","2","12","42","46","18","73","6","5","2",".283",".330",".459",".789",".338","0.7","0.1","1.2","17907"
"Ketel Marte","Diamondbacks","102","429","386","106","21","6","11","53","48","36","64","2","6","2",".276",".339",".449",".788",".338","1.5","0.5","2.3","13613"
"Trea Turner","Nationals","99","414","374","104","20","4","11","59","44","34","78","2","27","6",".278",".340",".444",".784",".337","1.5","3.6","2.8","16252"
"Eduardo Escobar","Diamondbacks","106","447","405","107","26","4","17","54","61","34","89","4","2","2",".263",".324",".469",".793",".337","0.2","-0.1","2.1","6153"
"Yoenis Cespedes","Mets","2","10","9","2","0","0","1","1","1","1","3","0","0","0",".251",".318",".477",".795",".336","0.0","0.0","0.1","13110"
"Gregory Polanco","Pirates","91","382","340","87","20","3","14","49","50","37","80","2","8","3",".256",".331",".456",".787",".336","0.2","0.6","1.5","12907"
"Trey Mancini","Orioles","103","433","396","105","20","2","18","52","53","30","105","3","1","0",".265",".321",".463",".784",".335","-3.7","0.0","1.0","15149"
"Jeff McNeil","Mets","102","428","385","110","21","4","9","52","42","29","54","8","6","3",".284",".346",".430",".776",".335","-1.7","0.5","1.8","15362"
"Michael Chavis","Red Sox","86","363","327","82","17","1","17","47","52","27","100","5","3","1",".251",".316",".466",".782",".335","0.1","0.0","1.7","17321"
"Asdrubal Cabrera","Rangers","101","426","384","102","23","1","16","52","56","34","82","4","2","1",".266",".328",".451",".779",".335","-3.1","-0.9","1.4","4962"
"Willie Calhoun","Rangers","52","218","199","54","11","1","8","27","28","15","30","2","1","0",".273",".326",".457",".783",".335","-0.6","0.1","0.4","17838"
"Jorge Soler","Royals","94","395","347","85","19","0","17","45","49","40","118","4","2","1",".245",".328",".446",".774",".334","-0.5","-0.2","0.8","14221"
"Jesus Aguilar","Brewers","62","261","230","56","11","0","12","32","41","26","67","2","0","0",".243",".325",".453",".778",".334","0.8","-0.4","0.7","11342"
"Ryan Zimmerman","Nationals","43","180","161","41","9","0","8","22","27","15","38","1","1","0",".255",".322",".457",".779",".334","-0.6","-0.1","0.4","4220"
"Corey Dickerson","Pirates","54","227","212","58","14","2","8","27","27","12","44","1","2","1",".276",".317",".471",".788",".333","1.3","-0.3","0.9","10762"
"Buster Posey","Giants","76","319","284","80","18","1","6","35","36","31","42","3","2","1",".281",".354",".414",".768",".333","4.3","-0.9","2.9","9166"
"Lorenzo Cain","Brewers","101","425","378","106","20","1","9","58","37","38","70","4","14","4",".280",".350",".412",".762",".333","5.5","1.4","2.6","9077"
"Nomar Mazara","Rangers","100","421","381","100","19","2","17","50","60","32","87","4","1","1",".262",".324",".451",".775",".333","-0.8","-0.5","1.0","14553"
"Eric Hosmer","Padres","106","447","401","108","19","1","15","54","56","42","90","1","3","2",".269",".338",".436",".774",".332","-0.3","-0.7","1.1","3516"
"Ryan McMahon","Rockies","59","246","222","59","12","1","8","29","31","21","66","1","3","1",".266",".331",".442",".773",".332","0.6","0.4","0.6","15112"
"Mitch Moreland","Red Sox","74","311","275","67","16","1","13","38","46","31","72","2","1","0",".243",".322",".454",".776",".332","1.5","-0.7","0.8","3086"
"Jonathan Schoop","Twins","86","361","336","89","20","1","17","47","54","16","81","6","1","0",".263",".306",".474",".780",".332","-0.5","-0.5","1.6","11265"
"Domingo Santana","Mariners","95","398","348","85","17","1","16","47","50","43","131","4","5","2",".244",".331",".435",".766",".332","-5.1","0.3","1.1","10348"
"Jake Lamb","Diamondbacks","52","217","187","45","10","1","8","27","29","27","59","2","2","1",".238",".337",".435",".771",".332","0.4","0.2","0.8","13329"
"Matt Adams","Nationals","66","279","255","64","14","0","14","33","46","20","71","2","0","0",".252",".309",".474",".783",".332","1.5","-0.2","0.7","9393"
"Austin Riley","Braves","55","233","213","55","11","1","11","28","33","16","68","2","1","1",".257",".314",".465",".779",".332","0.5","-0.1","0.8","18360"
"Tyler O'Neill","Cardinals","22","92","84","21","4","0","5","12","14","7","29","1","1","0",".245",".305",".473",".778",".332","0.0","0.2","0.4","15711"
"Howie Kendrick","Nationals","44","184","168","48","9","1","5","22","22","12","34","2","3","1",".284",".336",".433",".769",".331","-0.9","-0.3","0.6","4229"
"Ozzie Albies","Braves","103","434","398","108","22","4","14","59","49","28","74","3","10","3",".271",".323",".448",".771",".330","4.6","1.6","2.5","16556"
"Randal Grichuk","Blue Jays","99","414","379","91","23","2","22","54","59","28","122","4","3","1",".241",".298",".482",".780",".330","0.4","0.5","1.8","10243"
"Evan Gattis","","33","140","127","31","6","0","7","17","21","10","31","1","1","0",".245",".307",".470",".776",".330","0.0","-0.5","0.2","11003"
"Clint Frazier","Yankees","70","295","264","65","13","2","13","38","40","26","79","2","4","1",".247",".317",".454",".771",".330","-1.5","0.1","0.8","15983"
"Nick Markakis","Braves","102","429","377","104","23","1","8","49","50","46","59","2","1","0",".276",".355",".406",".760",".330","-1.5","-1.0","0.9","5930"
"Dexter Fowler","Cardinals","97","409","346","84","17","2","11","51","41","53","94","7","7","3",".242",".350",".397",".747",".330","-2.6","0.7","1.5","4062"
"Hunter Renfroe","Padres","76","320","296","73","15","1","18","39","49","18","84","2","3","1",".247",".294",".488",".781",".330","1.0","0.1","1.2","15464"
"Nick Senzel","Reds","96","404","362","95","20","4","12","52","43","36","101","2","13","6",".261",".330",".434",".765",".330","-0.6","0.4","1.6","19293"
"Josh Reddick","Astros","67","280","252","69","12","1","8","35","33","25","41","0","3","1",".274",".338",".427",".764",".330","0.8","0.4","1.2","3892"
"Brian Dozier","Nationals","86","363","318","76","16","1","15","46","45","38","79","4","6","2",".240",".326",".438",".764",".330","-1.1","0.7","1.4","9810"
"Chris Iannetta","Rockies","63","263","223","52","12","0","9","28","30","33","70","4","0","0",".235",".340",".419",".759",".330","-1.4","-0.9","0.8","8267"
"Jean Segura","Phillies","95","400","370","107","19","2","9","54","40","21","52","5","11","5",".289",".334",".430",".763",".330","-3.1","0.6","1.8","5933"
"D.J. Stewart","Orioles","6","24","21","5","1","0","1","3","3","2","5","0","0","0",".248",".333",".427",".760",".329","0.0","0.0","0.1","17766"
"Whit Merrifield","Royals","105","442","402","112","24","4","9","58","42","31","72","4","21","7",".279",".335",".429",".763",".329","2.4","1.9","1.9","11281"
"Mark Reynolds","Rockies","35","148","129","31","6","0","6","17","21","16","44","1","1","0",".237",".324",".437",".761",".329","-0.1","-0.4","0.1","7619"
"Wil Myers","Padres","93","391","346","82","18","1","17","50","49","40","114","2","12","4",".239",".319",".444",".763",".329","0.1","1.1","1.5","10047"
"Travis Shaw","Brewers","57","239","209","49","10","0","10","28","32","27","57","2","2","1",".237",".326",".439",".765",".328","0.4","-0.2","0.8","11982"
"Alex Verdugo","Dodgers","79","330","300","84","17","2","8","37","37","25","44","2","4","2",".279",".335",".423",".759",".328","-0.4","0.4","1.4","17027"
"Marwin Gonzalez","Twins","80","337","302","79","17","1","11","40","42","29","74","3","3","2",".261",".329",".429",".759",".328","0.8","-0.4","1.2","5497"
"Starling Marte","Pirates","104","436","400","110","22","3","12","57","48","21","82","10","22","8",".275",".324",".436",".761",".327","2.2","1.6","2.3","9241"
"Raimel Tapia","Rockies","87","365","339","96","19","6","7","43","41","20","76","2","10","4",".284",".325",".439",".764",".327","-0.5","0.6","0.3","14350"
"Logan Morrison","Yankees","1","5","4","1","0","0","0","1","1","1","1","0","0","0",".225",".316",".445",".761",".327","0.0","0.0","0.0","9205"
"Brandon Nimmo","Mets","74","309","256","59","13","2","7","37","28","43","83","6","4","2",".231",".353",".385",".738",".327","-3.0","0.3","1.1","12927"
"Logan Forsythe","Rangers","41","174","149","38","8","1","3","20","17","21","38","2","1","1",".255",".353",".385",".738",".327","0.3","0.0","0.5","7185"
"Didi Gregorius","Yankees","80","337","309","81","15","2","13","42","46","22","46","3","5","2",".262",".316",".446",".763",".326","0.7","1.1","1.9","6012"
"Hunter Pence","Rangers","48","203","187","50","9","1","8","25","29","14","44","1","2","1",".266",".318",".443",".761",".326","-0.2","0.1","0.2","8252"
"Brandon Lowe","Rays","98","411","368","91","20","2","16","51","52","37","114","3","5","2",".246",".318",".439",".757",".326","0.0","0.5","1.5","18882"
"Mark Trumbo","Orioles","38","160","146","36","6","0","8","19","23","12","42","1","0","0",".244",".304",".458",".761",".326","0.0","-0.4","0.2","6876"
"Cesar Hernandez","Phillies","102","429","372","99","15","3","8","51","37","49","82","3","10","4",".265",".354",".387",".741",".326","-1.5","0.5","1.7","10556"
"Yandy Diaz","Rays","103","431","371","98","16","2","7","51","38","53","85","2","3","2",".265",".357",".379",".736",".326","0.2","-0.5","1.7","16578"
"Tyler White","Astros","61","257","226","56","11","1","9","30","33","26","59","3","1","1",".247",".329",".419",".748",".325","0.0","-0.1","0.6","15564"
"Enrique Hernandez","Dodgers","90","377","330","79","16","2","15","48","46","40","82","2","2","0",".240",".324",".434",".758",".325","0.1","0.8","1.8","10472"
"Mike Ford","Yankees","2","10","8","2","0","0","0","1","1","1","2","0","0","0",".239",".329",".423",".752",".325","0.0","0.0","0.0","15585"
"Mark Canha","Athletics","37","154","136","32","8","0","6","19","20","13","36","3","1","1",".237",".316",".439",".755",".325","-0.5","-0.1","0.4","11445"
"Mitch Garver","Twins","27","114","101","25","6","1","4","14","14","11","27","1","0","0",".249",".326",".425",".750",".325","-0.4","-0.1","0.4","15161"
"Justin Bour","Angels","17","71","62","14","2","0","3","8","10","8","18","0","0","0",".232",".325",".431",".756",".325","-0.1","-0.2","0.1","9744"
"Robinson Cano","Mets","90","380","347","93","20","0","12","43","46","27","58","3","0","0",".267",".324",".431",".755",".324","-1.5","-1.0","1.5","3269"
"Christin Stewart","Tigers","85","355","310","73","15","2","14","42","46","37","88","4","1","0",".235",".322",".430",".752",".324","-2.0","0.0","0.6","17714"
"Avisail Garcia","Rays","86","363","332","87","14","2","14","44","47","24","89","5","5","2",".262",".318",".440",".758",".324","0.0","-0.2","0.7","5760"
"Willians Astudillo","Twins","52","220","208","59","11","1","7","25","28","6","12","3","2","2",".284",".311",".447",".759",".324","0.9","-0.3","1.0","15608"
"Steve Pearce","Red Sox","54","226","200","49","10","1","8","27","29","20","49","3","0","0",".246",".324",".423",".747",".324","-0.6","-0.4","0.2","9957"
"Tommy La Stella","Angels","84","352","315","83","13","0","11","42","41","30","46","4","1","1",".263",".333",".410",".743",".324","-2.4","-0.4","1.4","12371"
"Ian Desmond","Rockies","56","234","211","54","10","2","8","29","31","19","58","2","6","2",".256",".320",".430",".750",".324","-1.2","0.5","0.4","6885"
"Matt Joyce","Braves","22","93","79","18","4","0","3","11","10","12","22","1","0","0",".231",".334",".408",".742",".324","-0.1","-0.1","0.2","3353"
"Yoan Moncada","White Sox","108","452","397","96","18","3","15","56","48","47","138","3","12","5",".243",".325",".422",".747",".324","-1.5","1.0","1.9","17232"
"Ji-Man Choi","Rays","73","305","264","63","14","1","10","34","35","35","77","3","3","2",".240",".333",".410",".742",".324","-0.1","-0.3","0.6","5452"
"Lucas Duda","Royals","33","138","120","27","6","0","6","15","19","15","38","2","0","0",".227",".319",".437",".756",".324","0.0","-0.3","0.2","2502"
"Kyle Tucker","Astros","31","131","117","29","5","1","5","17","17","10","31","1","3","1",".245",".309",".446",".755",".323","-0.1","0.1","0.4","18345"
"Christian Walker","Diamondbacks","82","345","312","76","18","2","13","41","45","27","100","3","2","1",".244",".309",".446",".755",".323","0.4","0.2","0.6","13419"
"Kendrys Morales","Yankees","37","157","139","34","5","0","7","18","21","15","32","2","0","0",".242",".322",".426",".748",".323","0.0","-0.9","0.1","8610"
"Nathaniel Lowe","Rays","13","53","47","12","2","0","2","6","6","5","12","0","0","0",".257",".328",".418",".747",".323","0.0","0.0","0.1","19566"
"Jason Heyward","Cubs","95","398","350","91","15","3","9","47","44","41","59","3","5","2",".259",".339",".401",".740",".323","4.5","0.8","1.6","4940"
"Maikel Franco","Phillies","98","410","374","96","19","1","18","47","61","31","60","2","1","0",".256",".313",".456",".769",".323","-2.4","-0.7","1.2","12179"
"Danny Valencia","","8","35","32","8","1","0","1","4","4","3","8","0","0","0",".255",".319",".428",".748",".322","-0.2","-0.2","0.0","6364"
"Melky Cabrera","Pirates","47","198","184","53","11","1","4","21","23","12","24","1","1","0",".287",".330",".416",".746",".322","-1.1","-0.6","0.4","4022"
"Adam Jones","Diamondbacks","103","434","404","109","22","1","15","50","54","21","72","5","3","1",".269",".310",".440",".750",".322","-4.1","0.1","0.5","6368"
"Victor Caratini","Cubs","26","110","98","26","6","0","2","12","12","10","23","1","0","0",".263",".335",".401",".736",".321","-0.8","0.0","0.4","14968"
"Jung Ho Kang","Pirates","22","92","82","19","4","0","4","10","12","8","23","2","1","0",".238",".317",".423",".740",".321","-0.1","-0.1","0.3","17182"
"Elvis Andrus","Rangers","107","450","412","113","23","3","9","55","49","31","68","3","12","5",".274",".327",".413",".740",".321","-1.8","1.0","1.7","8709"
"DJ LeMahieu","Yankees","86","361","325","90","15","1","7","48","36","29","54","3","4","2",".277",".338",".398",".735",".321","2.6","-0.3","1.5","9874"
"Marcus Semien","Athletics","105","439","390","99","21","2","12","56","46","42","84","1","9","3",".254",".327",".412",".739",".321","-0.8","0.6","2.2","12533"
"Brian Anderson","Marlins","100","421","371","95","20","2","10","47","44","39","88","7","2","1",".255",".336",".398",".734",".321","2.8","0.1","1.9","18289"
"Kurt Suzuki","Nationals","47","198","180","47","10","0","6","21","27","11","28","5","0","0",".261",".318",".423",".741",".321","-1.1","-0.7","0.6","8259"
"Jake Rogers","","8","35","31","8","2","0","1","4","4","3","8","0","0","0",".247",".320",".422",".743",".321","0.0","0.0","0.2","sa389703"
"Will Smith","","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".247",".320",".422",".743",".321","0.0","0.0","0.0","sa199173"
"Dwight Smith","","3","14","13","3","1","0","0","2","2","1","3","0","0","0",".247",".320",".422",".743",".321","0.0","0.0","0.0","1012125"
"Sean Murphy","","7","30","27","7","1","0","1","4","4","3","7","0","0","0",".247",".320",".422",".743",".321","0.0","0.0","0.2","sa549877"
"Rowdy Tellez","Blue Jays","90","377","342","85","19","0","15","43","49","28","89","3","3","2",".249",".310",".437",".747",".320","0.1","-0.1","0.5","15679"
"Jose Bautista","","33","140","116","25","5","0","5","17","15","20","38","2","1","1",".213",".336",".390",".726",".320","0.0","-0.5","0.1","1887"
"A.J. Pollock","Dodgers","44","184","166","42","9","1","6","24","23","13","36","2","5","1",".253",".314",".431",".746",".320","-0.2","0.5","0.8","9256"
"Ian Happ","Cubs","53","222","190","43","9","1","9","27","27","27","70","2","4","2",".226",".326",".415",".741",".320","-0.6","0.0","0.6","17919"
"Ben Gamel","Brewers","51","215","191","51","10","2","4","25","21","19","48","2","4","2",".265",".335",".403",".738",".320","0.0","0.4","0.6","12160"
"Kolten Wong","Cardinals","102","428","371","93","18","3","10","47","47","39","66","12","9","3",".252",".339",".398",".737",".320","1.9","1.2","1.9","12532"
"David Freese","Dodgers","46","193","169","41","8","0","6","22","25","19","49","4","0","0",".244",".332",".399",".731",".320","0.4","-0.7","0.5","9549"
"Greg Bird","Yankees","11","48","41","9","2","0","2","6","6","5","13","1","0","0",".219",".314",".425",".739",".320","0.1","0.0","0.1","14131"
"Yonder Alonso","White Sox","95","399","349","81","14","0","16","46","50","46","91","2","1","0",".233",".323",".415",".738",".320","-0.2","-0.6","0.5","2530"
"Alex Avila","Diamondbacks","45","191","155","33","6","0","6","19","19","33","66","1","0","0",".210",".351",".366",".716",".320","0.6","-0.6","0.9","7476"
"Hunter Dozier","Royals","103","433","388","95","22","3","14","48","50","38","116","2","3","2",".246",".315",".428",".743",".320","-1.9","-0.5","0.9","15117"
"Ben Zobrist","Cubs","38","160","139","36","7","1","3","19","16","18","21","1","1","1",".260",".344",".381",".725",".319","0.2","-0.3","0.4","7435"
"Yuli Gurriel","Astros","90","378","353","96","23","2","9","44","48","18","48","4","2","1",".274",".314",".429",".743",".319","-1.8","-0.7","0.6","19198"
"Tyler Flowers","Braves","46","192","168","41","7","1","6","19","22","17","52","6","0","0",".242",".329",".396",".725",".319","-0.8","-0.4","1.5","9134"
"Jake Bauers","Indians","83","347","301","72","17","1","10","41","41","40","83","2","8","5",".238",".329",".399",".728",".319","0.0","0.2","0.3","15194"
"Robbie Grossman","Athletics","58","243","207","50","12","1","4","29","23","32","47","1","3","1",".244",".346",".370",".716",".319","-1.8","-0.2","0.4","5254"
"Jay Bruce","Mariners","85","356","319","73","17","1","17","42","51","32","89","1","2","1",".229",".301",".447",".748",".319","-1.4","-0.5","0.7","9892"
"Victor Robles","Nationals","99","414","369","94","19","3","10","50","43","27","87","11","20","8",".255",".323",".409",".732",".318","-0.3","0.7","1.3","18363"
"Kevin Cron","Diamondbacks","15","62","57","14","3","0","3","7","9","4","17","1","0","0",".242",".298",".448",".746",".318","0.0","0.0","0.1","16211"
"Jedd Gyorko","Cardinals","30","127","113","28","5","0","5","14","16","12","28","1","1","0",".245",".318",".415",".734",".318","0.0","-0.3","0.4","10816"
"Kyle Seager","Mariners","66","277","249","61","14","0","10","31","36","23","56","3","1","1",".244",".312",".430",".743",".318","0.7","-0.6","1.2","9785"
"Adalberto Mondesi","Royals","105","442","410","107","20","7","14","57","57","21","113","2","33","8",".260",".298",".451",".749",".318","2.5","4.0","2.6","13769"
"Omar Narvaez","Mariners","66","279","246","63","9","1","7","30","27","29","51","2","0","1",".258",".337",".387",".724",".318","-3.4","-0.5","0.8","13338"
"Brett Gardner","","62","261","228","56","10","2","7","36","24","27","47","3","7","2",".245",".331",".395",".726",".318","1.7","1.2","0.9","9927"
"Jordan Luplow","Indians","113","475","422","102","22","2","16","59","59","44","111","5","8","4",".242",".318",".417",".735",".318","2.8","-0.4","0.9","16424"
