"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Neil Walker","Marlins","80","335","295","73","13","1","10","35","36","34","68","3","2","1",".248",".330",".398",".728",".318","-1.0","0.0","0.5","7539"
"Scooter Gennett","Reds","59","247","226","58","11","1","8","28","31","16","54","2","2","1",".259",".312",".427",".739",".318","-2.3","-0.3","0.5","10339"
"Denard Span","","42","175","155","39","8","1","4","21","17","16","28","2","3","1",".253",".326",".402",".728",".318","-1.2","0.2","0.3","8347"
"Colin Moran","Pirates","76","319","289","76","14","1","9","33","40","26","69","2","1","1",".263",".326",".410",".735",".318","-1.8","-0.6","0.8","16909"
"Joe Panik","Giants","100","418","372","100","21","2","6","47","37","37","42","4","4","2",".269",".339",".387",".726",".317","0.4","-0.2","1.6","11936"
"Kole Calhoun","Angels","90","380","336","80","16","2","13","48","45","38","86","3","4","2",".239",".319",".415",".734",".317","1.7","0.2","1.2","11200"
"Odubel Herrera","Phillies","84","353","321","83","17","2","10","39","40","26","78","4","6","2",".259",".319",".417",".735",".317","-0.9","0.4","1.1","11476"
"Alex Gordon","Royals","103","433","377","92","19","1","12","48","47","41","94","10","6","2",".244",".332",".394",".727",".317","6.2","0.4","1.6","5209"
"Aledmys Diaz","Astros","25","103","95","25","5","0","3","12","13","6","15","1","1","1",".260",".307",".433",".740",".317","-0.6","-0.2","0.3","15937"
"Brian McCann","Braves","51","213","187","45","6","0","8","23","29","20","37","4","0","0",".240",".323",".404",".727",".316","-1.1","-0.8","0.8","4810"
"Bryan Reynolds","Pirates","63","265","241","63","12","2","7","30","30","20","60","2","2","1",".260",".320",".411",".731",".316","0.3","0.0","0.7","19326"
"Wilson Ramos","Mets","67","282","259","67","11","0","10","30","40","21","52","1","0","0",".260",".315",".424",".739",".316","-0.6","-1.7","1.1","1433"
"Russell Martin","Dodgers","30","125","105","23","4","0","4","14","13","16","31","3","0","1",".219",".335",".375",".710",".316","0.3","-0.5","0.8","4616"
"Marco Hernandez","Red Sox","3","14","13","4","1","0","0","2","2","1","3","0","0","0",".284",".321",".408",".729",".316","-0.1","0.0","0.0","13154"
"Andrelton Simmons","Angels","71","299","277","78","15","1","5","33","34","18","26","2","6","2",".281",".326",".400",".726",".315","6.5","0.1","2.1","10847"
"Keston Hiura","Brewers","89","373","343","88","18","3","11","40","40","21","94","6","8","5",".258",".311",".420",".731",".315","-0.7","-0.6","1.0","20003"
"Adam Frazier","Pirates","89","373","336","90","18","3","6","45","33","28","52","4","5","4",".268",".330",".392",".722",".315","-0.3","0.0","1.2","15223"
"Johan Camargo","Braves","58","243","220","56","12","1","7","27","30","18","50","2","1","0",".256",".316",".416",".732",".315","0.3","-0.1","0.6","14950"
"Garrett Hampson","Rockies","13","53","48","13","2","1","1","6","5","4","10","0","3","1",".272",".330",".391",".720",".315","0.1","0.2","0.1","19262"
"Scott Schebler","Reds","10","41","36","8","2","0","2","5","5","4","10","1","0","0",".229",".310",".419",".729",".314","-0.2","0.0","0.1","12225"
"Dwight Smith Jr.","Orioles","90","377","340","86","17","2","11","43","42","30","72","3","6","3",".253",".316",".409",".725",".314","-0.3","0.2","0.7","13473"
"Ronald Guzman","Rangers","92","387","347","85","17","2","13","44","47","32","99","4","2","1",".243",".312",".414",".727",".314","2.4","-0.1","0.4","14388"
"Jason Kipnis","Indians","102","428","380","93","23","1","11","49","46","39","85","4","6","2",".245",".320",".400",".720",".314","0.0","0.9","1.4","9776"
"Evan Longoria","Giants","87","366","336","85","19","2","12","39","44","24","70","3","2","1",".252",".307",".426",".733",".314","0.4","0.2","1.3","9368"
"Nick Williams","Phillies","28","116","107","26","5","1","4","14","15","7","32","2","1","1",".247",".302",".430",".731",".314","-0.1","-0.1","0.2","14330"
"Jurickson Profar","Athletics","85","359","319","77","17","2","10","43","40","31","55","6","5","1",".242",".318",".402",".720",".313","-1.9","0.7","1.2","10815"
"Yonathan Daza","Rockies","6","24","23","7","1","0","0","3","2","1","4","0","1","0",".293",".324",".400",".723",".313","0.1","-0.1","0.0","15794"
"Francisco Cervelli","Pirates","54","226","193","47","8","1","4","22","22","25","50","6","2","1",".243",".344",".355",".699",".313","-0.7","-0.5","0.8","5275"
"Renato Nunez","Orioles","77","325","297","71","14","0","15","38","42","22","84","3","1","0",".237",".295",".434",".730",".313","-0.2","-0.2","0.2","14503"
"Rougned Odor","Rangers","96","402","365","86","17","2","17","52","53","27","101","6","10","7",".236",".296",".434",".730",".313","-1.0","0.0","0.9","12282"
"Chris Taylor","Dodgers","87","367","326","79","19","3","9","43","39","33","97","4","7","3",".243",".317",".402",".719",".313","0.0","1.2","1.2","13757"
"Chad Pinder","Athletics","60","252","230","57","12","1","9","30","29","15","65","4","1","1",".248",".302",".424",".726",".313","0.8","-0.3","0.7","15191"
"J.D. Davis","Mets","45","189","171","42","9","0","7","21","22","15","48","1","1","0",".245",".309",".413",".722",".313","-0.3","0.0","0.5","16219"
"Jed Lowrie","Mets","53","224","196","47","11","0","6","25","24","24","45","1","0","0",".238",".323",".390",".713",".312","-0.2","-0.5","0.7","4418"
"Mark Zagunis","Cubs","10","44","37","9","2","0","1","5","4","6","12","1","1","0",".231",".339",".361",".700",".312","-0.1","0.0","0.1","16565"
"Carson Kelly","Diamondbacks","48","202","178","44","10","0","5","21","21","20","35","2","0","0",".246",".326",".389",".715",".312","1.2","-0.2","1.0","13620"
"Devon Travis","Blue Jays","8","33","30","8","2","0","1","4","4","2","6","0","0","0",".260",".303",".423",".726",".312","-0.3","0.0","0.1","13862"
"Josh Fuentes","Rockies","3","14","13","4","1","0","0","2","2","1","3","0","0","0",".269",".306",".420",".725",".312","0.0","0.0","0.0","16885"
"Curtis Granderson","Marlins","53","223","190","41","10","1","7","28","21","28","58","2","2","1",".217",".322",".388",".710",".311","-1.5","-0.3","0.3","4747"
"Jeimer Candelario","Tigers","89","374","329","76","18","2","10","44","37","38","92","4","2","1",".232",".318",".396",".714",".311","0.9","0.4","1.3","13621"
"Yusniel Diaz","Orioles","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".250",".324",".388",".712",".311","0.0","0.0","0.0","sa912848"
"Ramon Laureano","Athletics","98","411","369","90","19","2","12","49","43","32","113","5","12","4",".245",".313",".402",".715",".311","3.3","1.5","1.9","17128"
"Harrison Bader","Cardinals","50","212","189","46","8","1","7","25","23","16","61","5","5","3",".244",".317",".404",".720",".311","2.5","0.5","0.9","18030"
"Robinson Chirinos","Astros","66","277","235","48","10","1","11","32","34","30","88","9","1","0",".206",".315",".391",".706",".311","-0.5","-0.8","0.8","3142"
"Brock Holt","Red Sox","16","66","58","15","3","0","1","7","7","7","14","1","1","1",".252",".338",".366",".704",".311","-0.3","-0.1","0.1","9345"
"Alex Dickerson","Padres","10","40","36","9","2","0","1","4","5","3","8","1","0","0",".251",".313",".408",".721",".311","0.0","0.0","0.1","12649"
"Fernando Tatis Jr.","Padres","90","377","340","80","15","3","14","44","42","29","116","4","13","6",".236",".302",".419",".721",".311","-0.4","0.3","1.4","19709"
"Yadier Molina","Cardinals","80","335","310","82","17","0","9","34","45","18","42","4","4","2",".266",".311",".408",".719",".311","2.9","-1.5","1.8","7007"
"Ryan O'Hearn","Royals","68","285","251","56","13","1","10","31","34","29","75","2","1","0",".225",".308",".409",".718",".311","-0.6","-0.2","0.1","16442"
"Jonathan Villar","Orioles","104","438","394","99","19","1","12","53","42","37","114","2","24","7",".251",".316",".397",".713",".311","-3.5","2.0","1.3","10071"
"LaMonte Wade Jr","Twins","2","10","8","2","0","0","0","1","1","1","2","0","0","0",".251",".335",".367",".702",".311","0.0","0.0","0.0","sa856280"
"David Bote","Cubs","49","206","184","45","9","1","6","23","24","17","52","3","2","1",".242",".314",".404",".717",".311","0.3","0.0","0.6","14593"
"Adam Duvall","Braves","7","28","25","6","1","0","1","3","4","2","7","0","0","0",".227",".292",".434",".726",".311","0.0","0.1","0.1","10950"
"Byron Buxton","Twins","103","433","394","97","24","4","12","56","50","30","122","4","19","4",".246",".303",".420",".723",".310","8.7","3.3","2.5","14161"
"Dansby Swanson","Braves","105","439","391","97","19","4","12","49","51","39","93","2","8","3",".249",".318",".412",".730",".310","1.5","1.0","1.7","18314"
"Jackie Bradley Jr.","Red Sox","99","414","364","84","20","2","12","52","47","39","106","7","8","2",".232",".316",".397",".713",".310","1.8","1.5","1.4","12984"
"Joe McCarthy","Rays","2","10","8","2","0","0","0","1","1","1","2","0","0","0",".236",".326",".378",".704",".310","0.0","0.0","0.0","sa858039"
"Bobby Bradley","Indians","3","14","13","3","1","0","1","2","2","1","4","0","0","0",".226",".293",".432",".725",".310","0.0","0.0","0.0","sa828799"
"Todd Frazier","Mets","65","271","238","52","10","1","11","30","35","26","66","4","4","2",".220",".307",".405",".712",".310","0.7","-0.2","0.9","785"
"Franchy Cordero","Padres","35","146","132","32","6","2","5","17","18","11","50","1","4","2",".243",".302",".419",".721",".310","-0.4","0.5","0.4","14567"
"Ryon Healy","Mariners","26","111","103","26","5","0","4","12","15","6","25","1","0","0",".248",".291",".433",".724",".310","-1.0","-0.3","0.2","15447"
"Tim Locastro","Diamondbacks","5","19","17","4","1","0","0","2","2","1","3","1","1","0",".255",".328",".371",".700",".310","-0.1","0.1","0.0","15124"
"Cameron Maybin","Yankees","14","57","50","12","2","0","1","7","5","6","12","0","2","1",".249",".332",".368",".700",".310","-0.2","0.1","0.1","5223"
"Stephen Vogt","Giants","30","124","111","27","6","0","4","12","14","10","24","1","0","0",".245",".311",".405",".716",".310","-0.9","-0.2","0.4","5000"
"Austin Barnes","Dodgers","68","284","241","57","12","1","6","32","28","34","61","5","5","1",".234",".339",".363",".702",".309","0.1","0.2","2.1","12158"
"Austin Dean","Marlins","63","266","243","63","13","2","6","29","29","18","48","2","2","1",".258",".312",".401",".713",".309","-2.1","0.0","0.3","18288"
"Ender Inciarte","Braves","59","249","226","61","10","2","4","29","21","18","35","2","8","4",".270",".328",".381",".709",".309","1.8","0.7","0.9","4922"
"Phillip Ervin","Reds","15","62","54","13","3","0","2","7","7","6","15","1","2","1",".234",".316",".390",".707",".309","0.0","0.1","0.1","14738"
"Matt Duffy","Rays","35","145","130","35","6","1","2","16","14","11","24","2","2","1",".266",".330",".372",".702",".309","0.2","-0.1","0.5","13836"
"Tyler Austin","Giants","59","246","220","49","10","1","10","28","32","21","84","2","2","1",".223",".295",".422",".717",".309","-0.7","0.1","0.3","11850"
"Danny Jansen","Blue Jays","68","284","250","59","13","1","7","31","30","25","53","6","2","1",".238",".320",".383",".703",".309","-0.9","0.2","1.7","16535"
"Garrett Cooper","Marlins","78","328","297","74","16","1","8","35","35","25","73","4","1","1",".251",".315",".395",".710",".309","1.2","-0.1","0.7","15279"
"Noel Cuevas","Rockies","2","10","9","2","0","0","0","1","1","0","2","0","0","0",".272",".312",".405",".717",".309","0.0","0.0","0.0","11894"
"Lonnie Chisenhall","Pirates","10","43","39","10","2","0","1","4","5","3","9","0","0","0",".251",".311",".403",".714",".309","-0.1","0.2","0.1","7571"
"Tyler Naquin","Indians","59","247","225","59","12","1","6","27","27","17","67","2","4","2",".261",".316",".397",".714",".308","-0.7","0.3","0.2","13359"
"Daniel Robertson","Rays","46","194","166","38","8","1","4","21","18","22","46","4","1","1",".231",".334",".354",".688",".308","0.4","-0.2","0.7","14145"
"Anthony Santander","Orioles","2","9","9","2","0","0","0","1","1","0","2","0","0","0",".254",".300",".416",".715",".308","0.0","0.0","0.0","14551"
"Jason Castro","Twins","47","196","170","37","9","0","6","23","22","22","58","2","0","0",".220",".313",".390",".703",".308","1.5","-0.3","1.2","8722"
"Rusney Castillo","Red Sox","5","19","17","5","1","0","0","2","2","1","3","0","0","0",".276",".317",".391",".708",".308","-0.1","0.0","0.0","17016"
"Kevin Kiermaier","Rays","99","416","375","90","16","7","11","50","43","32","95","5","15","5",".241",".306",".409",".715",".308","8.6","2.1","2.4","11038"
"Carlos Gonzalez","","5","19","17","4","1","0","1","2","2","2","5","0","0","0",".241",".304",".412",".716",".308","0.0","0.0","0.0","7287"
"Tim Anderson","White Sox","104","437","412","109","19","2","13","52","48","18","106","3","18","5",".265",".298",".418",".716",".308","-3.3","1.7","1.5","15172"
"Dustin Pedroia","Red Sox","22","94","84","22","4","0","2","11","9","8","12","0","1","0",".264",".331",".368",".699",".308","0.4","-0.3","0.2","8370"
"Troy Tulowitzki","Yankees","9","38","34","8","1","0","1","4","5","3","8","0","0","0",".242",".304",".408",".712",".307","0.1","-0.1","0.1","3531"
"Addison Russell","Cubs","72","301","268","65","14","1","8","34","34","26","68","3","2","1",".242",".315",".394",".709",".307","3.6","0.5","1.2","14106"
"Ty France","Padres","16","67","60","15","3","0","2","7","7","4","13","2","0","0",".242",".311",".393",".704",".307","-0.1","-0.1","0.2","17982"
"Luis Arraez","Twins","5","19","17","5","1","0","0","2","2","1","2","0","0","0",".283",".329",".373",".702",".307","0.1","0.0","0.1","18568"
"Tony Kemp","Astros","35","145","129","34","5","1","2","17","13","12","20","1","5","2",".262",".328",".370",".699",".307","-0.2","0.0","0.3","14894"
"Ryan Mountcastle","Orioles","2","9","9","2","0","0","0","1","1","0","2","0","0","0",".262",".295",".421",".717",".307","0.0","0.0","0.0","sa874734"
"Carter Kieboom","Nationals","5","19","17","4","1","0","1","2","2","2","5","0","0","0",".243",".312",".393",".705",".307","-0.1","0.0","0.0","19958"
"Pablo Sandoval","Giants","47","196","180","44","10","0","7","20","24","12","42","2","1","0",".246",".297",".417",".714",".306","-0.9","-0.6","0.3","5409"
"Nicky Lopez","Royals","96","404","362","97","13","3","5","45","31","33","43","3","9","4",".267",".332",".361",".693",".306","1.5","0.0","1.2","19339"
"Mike Tauchman","Yankees","7","29","25","6","1","0","1","3","3","3","6","0","1","0",".245",".316",".386",".702",".306","0.1","0.0","0.1","15274"
"Austin Slater","Giants","5","20","17","4","1","0","0","2","2","2","5","0","0","0",".248",".324",".374",".698",".306","0.0","0.0","0.0","16153"
"Franklin Barreto","Athletics","8","33","30","7","1","0","1","4","4","2","11","0","1","0",".231",".295",".415",".710",".306","0.1","0.0","0.1","15519"
"Chance Sisco","Orioles","27","112","99","24","4","0","3","12","11","10","30","2","1","0",".239",".318",".378",".696",".306","0.3","0.0","0.4","15694"
"Jonathan Lucroy","Angels","67","282","255","65","12","1","6","30","31","22","42","3","1","0",".254",".317",".383",".701",".306","-0.3","-0.8","1.0","7870"
"Albert Almora Jr.","Cubs","67","280","260","70","14","1","6","32","30","15","48","1","2","1",".269",".310",".399",".709",".306","1.2","-0.3","0.7","14109"
"Abraham Almonte","Diamondbacks","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".238",".314",".387",".701",".305","0.0","0.0","0.0","5486"
"Josh Naylor","Padres","11","48","44","11","2","0","1","5","5","4","8","0","0","0",".251",".316",".389",".705",".305","-0.2","0.0","0.1","18839"
"Teoscar Hernandez","Blue Jays","17","71","64","15","3","0","3","8","8","6","21","0","1","1",".228",".294",".416",".710",".305","0.0","0.0","0.1","13066"
"Greg Garcia","Padres","45","187","159","38","8","0","2","20","14","22","40","3","2","1",".241",".342",".339",".680",".305","-0.2","0.2","0.5","10951"
"Luis Urias","Padres","68","287","250","60","11","2","4","31","24","29","61","4","2","1",".241",".328",".360",".688",".305","2.4","0.0","1.0","16622"
"Cavan Biggio","Blue Jays","75","316","272","59","11","2","10","35","34","37","94","2","6","3",".218",".315",".379",".694",".305","1.7","-0.2","0.7","19252"
"Jace Peterson","Orioles","3","14","12","3","1","0","0","1","1","2","3","0","0","0",".237",".330",".356",".686",".305","-0.1","0.0","0.0","12325"
"Eduardo Nunez","Red Sox","21","89","84","23","5","0","2","10","10","3","13","1","3","1",".273",".303",".403",".706",".305","-0.3","0.0","0.2","6848"
"Nicky Delmonico","White Sox","23","95","84","19","4","0","3","10","10","9","25","1","1","0",".228",".306",".394",".700",".304","-0.1","-0.1","0.0","13157"
"Scott Heineman","Rangers","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".254",".316",".379",".695",".304","0.0","0.0","0.0","sa827137"
"Daniel Descalso","Cubs","45","188","161","36","7","1","4","21","21","24","47","1","1","1",".222",".323",".365",".688",".304","-1.2","0.0","0.3","8392"
"Billy McKinney","Blue Jays","26","108","98","23","5","1","3","12","11","8","27","1","1","0",".232",".296",".406",".703",".304","-0.1","-0.2","0.1","15654"
"Chris Young","","8","35","31","7","1","0","1","4","4","3","9","0","0","0",".220",".300",".396",".696",".303","-0.4","0.0","0.0","3882"
"Danny Santana","Rangers","23","97","90","23","5","1","3","12","11","4","26","1","3","1",".253",".293",".416",".709",".303","-0.1","0.2","0.1","10322"
"Josh VanMeter","Reds","23","95","85","20","4","1","3","10","11","9","21","0","2","1",".235",".306",".394",".701",".303","-0.1","0.1","0.1","15170"
"Jake Cave","Twins","15","62","56","14","3","0","2","7","7","5","18","1","1","0",".243",".304",".396",".700",".303","-0.2","0.0","0.1","14477"
"Kevan Smith","Angels","29","122","111","29","6","0","2","12","12","7","19","2","0","0",".262",".317",".373",".690",".303","-1.0","-0.2","0.4","12284"
"Zack Collins","White Sox","2","9","7","1","0","0","0","1","1","1","3","0","0","0",".201",".317",".367",".684",".303","0.0","0.0","0.0","sa738390"
"Willy Adames","Rays","92","387","346","85","14","2","9","43","37","35","100","2","5","3",".246",".317",".375",".692",".303","-1.7","0.2","1.2","15986"
"Breyvic Valera","Yankees","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".256",".320",".369",".689",".303","0.0","0.0","0.0","12758"
"Brandon Crawford","Giants","108","452","405","99","21","3","11","45","49","38","97","4","3","2",".245",".314",".389",".703",".302","3.7","-0.3","1.8","5343"
"Christian Vazquez","Red Sox","66","276","254","67","13","1","6","31","28","16","48","2","4","2",".263",".309",".390",".700",".302","0.8","-0.4","1.7","9774"
"Albert Pujols","Angels","74","309","284","69","11","0","12","32","43","20","45","2","1","0",".244",".295",".408",".703",".302","-0.1","-1.6","0.0","1177"
"Andy Young","Diamondbacks","2","9","9","2","0","0","0","1","1","1","2","0","0","0",".244",".302",".392",".694",".302","0.0","0.0","0.0","sa919031"
"Andrew Knizner","Cardinals","4","17","16","4","1","0","0","2","2","1","3","0","0","0",".261",".311",".383",".694",".302","0.0","0.0","0.1","sa857827"
"Derek Fisher","Astros","5","23","21","5","1","0","1","3","3","2","8","0","1","0",".219",".299",".395",".693",".302","0.0","0.0","0.1","16192"
"Curt Casali","Reds","27","113","101","24","5","0","3","11","13","10","26","1","0","0",".237",".311",".378",".689",".302","-0.5","-0.2","0.3","12510"
"Daniel Palka","White Sox","6","24","21","5","1","0","1","3","3","2","8","0","0","0",".215",".285",".421",".706",".302","-0.1","0.0","0.0","14897"
"Austin Hays","Orioles","26","108","101","25","5","0","4","12","13","4","24","1","2","1",".250",".285",".419",".704",".302","-0.2","0.1","0.1","19363"
"Matt Beaty","Dodgers","7","30","27","7","1","0","1","3","3","2","5","0","0","0",".260",".309",".384",".693",".301","0.0","0.0","0.0","17710"
"Gerardo Parra","Nationals","25","107","98","26","5","0","2","12","11","6","20","1","2","1",".262",".313",".384",".697",".301","0.2","-0.2","0.1","8553"
"Jose Peraza","Reds","88","369","342","92","14","2","7","40","35","17","47","5","13","5",".268",".310",".386",".696",".301","-0.2","1.1","0.8","13593"
"Josh Phegley","Athletics","50","209","191","45","12","1","6","24","27","13","46","3","1","0",".235",".293",".404",".697",".301","-0.4","-0.3","0.7","9308"
"Jake Marisnick","Astros","45","187","169","38","8","1","7","25","22","11","60","4","6","2",".225",".287",".413",".700",".301","1.1","0.4","0.7","11339"
"Kevin Kramer","Pirates","7","29","26","7","1","0","1","3","3","2","8","0","1","0",".250",".307",".385",".692",".301","0.0","0.0","0.1","17689"
"Sam Hilliard","Rockies","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".244",".298",".400",".698",".301","0.0","0.0","0.0","sa829542"
"Tucker Barnhart","Reds","74","309","271","65","13","1","7","29","31","32","61","1","1","1",".239",".320",".370",".691",".301","3.2","-1.1","0.9","10200"
"Lourdes Gurriel Jr.","Blue Jays","54","226","212","53","11","0","7","25","27","10","48","2","3","2",".252",".291",".410",".701",".301","-1.7","-0.2","0.2","19238"
"Tim Beckham","Mariners","90","379","347","82","17","1","13","41","43","26","107","3","3","3",".237",".293",".403",".696",".301","-4.8","-0.6","0.7","7949"
"Ronny Rodriguez","Tigers","60","254","239","60","12","2","8","27","30","10","57","1","5","3",".253",".285",".419",".704",".301","-0.5","-0.2","0.4","11875"
"Jarrod Dyson","Diamondbacks","60","253","222","55","8","3","3","33","20","24","41","3","18","4",".249",".329",".351",".680",".301","2.0","2.3","0.8","4866"
"Niko Goodrum","Tigers","72","302","271","63","14","2","8","34","31","26","81","2","7","3",".233",".303",".388",".690",".301","-0.6","0.5","0.1","12092"
"Starlin Castro","Marlins","101","426","396","104","18","1","10","42","43","25","75","2","3","1",".262",".307",".387",".694",".301","-2.1","-0.7","0.8","4579"
"Ian Kinsler","Padres","27","113","102","24","5","0","3","13","10","9","16","1","3","1",".237",".305",".383",".688",".301","0.8","0.0","0.3","6195"
"Gordon Beckham","Tigers","22","91","82","20","4","1","2","10","9","7","17","1","1","0",".241",".310",".376",".686",".300","-0.2","-0.1","0.2","9015"
"Ildemaro Vargas","Diamondbacks","36","152","142","38","7","1","2","17","14","7","16","1","2","1",".269",".307",".386",".692",".300","-0.2","0.0","0.2","13324"
"Jason Martin","Pirates","5","19","18","4","1","0","0","2","2","1","5","0","0","0",".245",".299",".396",".695",".300","-0.1","0.0","0.0","16429"
"Jose Reyes","","17","70","63","15","3","1","2","8","7","6","12","0","2","1",".240",".307",".384",".691",".300","-0.2","0.2","0.1","1736"
"Nick Martini","Athletics","23","98","85","21","4","1","1","11","8","11","22","1","1","0",".242",".329",".345",".674",".300","0.0","0.1","0.1","12005"
"Leonys Martin","Indians","83","347","314","76","14","1","9","41","33","25","91","4","9","4",".241",".304",".385",".689",".300","2.4","0.7","0.9","11846"
"Nick Ahmed","Diamondbacks","104","438","399","97","24","3","10","46","47","31","87","3","5","3",".244",".301",".397",".698",".300","4.7","-0.1","1.5","12147"
"Rafael Ortega","Braves","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".251",".317",".369",".686",".300","-0.1","0.0","0.0","10323"
"David Fletcher","Angels","90","380","352","95","17","3","5","42","34","20","40","3","7","2",".270",".313",".376",".689",".300","3.1","0.6","1.5","17992"
"Mike Zunino","Rays","58","243","219","46","10","0","11","26","32","18","82","4","0","0",".211",".280",".415",".695",".300","0.6","-0.3","1.3","13265"
"Domingo Leyba","Diamondbacks","3","14","13","3","1","0","0","1","1","1","2","0","0","0",".256",".305",".383",".689",".300","0.0","0.0","0.0","sa736654"
"Guillermo Heredia","Rays","29","121","106","26","5","0","2","12","10","10","20","3","1","1",".247",".326",".346",".672",".299","-0.3","-0.2","0.1","18721"
"Brian Goodwin","Angels","75","314","282","66","14","1","9","36","34","26","89","2","6","2",".234",".300",".390",".690",".299","-2.4","0.1","0.1","12858"
"Yan Gomes","Nationals","52","220","201","48","10","0","7","22","27","14","58","4","0","0",".238",".296",".395",".691",".299","1.5","-0.1","0.8","9627"
"Yairo Munoz","Cardinals","19","79","72","19","4","0","2","9","9","5","16","1","1","1",".256",".307",".387",".694",".299","-0.2","0.0","0.1","16313"
"Amed Rosario","Mets","103","433","403","104","18","6","8","47","42","23","89","3","15","6",".259",".301",".394",".695",".299","-3.0","1.0","1.2","15518"
"Jose Iglesias","Reds","59","247","229","61","14","1","3","24","24","12","31","3","5","3",".268",".310",".378",".687",".299","2.0","-0.2","0.7","10231"
"Elias Diaz","Pirates","50","208","193","50","10","0","4","20","22","12","35","1","1","0",".261",".307",".378",".685",".299","0.2","-0.2","0.5","11680"
"Joey Curletta","Red Sox","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".230",".304",".382",".686",".299","0.0","0.0","0.0","sa658025"
"Giovanny Urshela","Yankees","67","280","260","68","12","1","6","30","30","14","47","2","1","0",".262",".304",".382",".686",".298","1.5","-0.3","0.7","10681"
"Kevin Plawecki","Indians","32","135","119","28","6","0","3","14","15","12","28","2","0","0",".232",".311",".371",".682",".298","-0.3","-0.3","0.3","13807"
"Rio Ruiz","Orioles","81","339","304","73","14","1","8","35","35","31","76","1","1","1",".238",".308",".375",".682",".298","2.0","-0.2","0.9","14103"
"Bryce Brentz","Red Sox","2","9","9","2","0","0","0","1","1","1","3","0","0","0",".226",".285",".406",".690",".298","-0.1","0.0","0.0","10607"
"Ramon Urias","Cardinals","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".245",".307",".371",".679",".298","0.0","0.0","0.0","sa597169"
"Welington Castillo","White Sox","39","165","150","35","6","0","6","16","19","12","46","2","0","0",".230",".292",".394",".686",".298","-0.3","-0.5","0.4","3256"
"Dominic Smith","Mets","15","65","59","14","3","0","2","7","7","5","15","1","0","0",".241",".300",".383",".684",".297","0.0","0.1","0.1","15653"
"Ehire Adrianza","Twins","17","71","64","16","3","0","1","8","8","6","14","1","1","0",".246",".310",".370",".680",".297","-0.2","0.0","0.1","8418"
"Tony Wolters","Rockies","41","171","149","36","8","2","2","18","17","17","33","2","1","0",".244",".326",".359",".685",".297","2.2","0.0","0.6","11470"
"Brandon Dixon","Tigers","7","29","27","6","1","0","1","3","3","2","9","0","1","0",".237",".282",".411",".693",".297","0.1","0.0","0.0","15214"
"Manuel Margot","Padres","49","204","188","48","9","2","4","21","19","12","38","1","6","3",".253",".300",".387",".687",".297","1.7","0.2","0.6","14712"
"Deivy Grullon","Phillies","2","9","8","2","0","0","0","1","1","0","2","0","0","0",".235",".278",".414",".692",".297","0.0","0.0","0.0","sa739661"
"Travis Snider","Diamondbacks","2","9","8","2","0","0","0","1","1","1","3","0","0","0",".234",".309",".365",".674",".296","-0.1","0.0","0.0","2830"
"Hanser Alberto","Orioles","71","297","282","78","12","1","6","29","29","8","32","2","2","2",".276",".297",".389",".687",".296","1.7","-0.3","0.7","11902"
"Dustin Fowler","Athletics","10","42","39","10","2","1","1","5","4","2","9","0","1","0",".251",".288",".401",".690",".296","-0.1","0.0","0.1","17098"
"Brandon Drury","Blue Jays","127","532","485","115","30","2","13","54","53","36","136","6","2","1",".237",".295",".386",".681",".296","-2.5","-0.7","0.2","11615"
"Ke'Bryan Hayes","Pirates","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".248",".312",".360",".672",".296","0.0","0.0","0.0","sa874730"
"Chris Herrmann","Athletics","11","47","41","9","2","0","1","5","5","5","13","0","0","0",".214",".307",".363",".670",".295","0.1","0.1","0.1","9284"
"Eric Sogard","Blue Jays","28","118","103","25","5","0","2","13","9","12","18","1","2","1",".239",".322",".344",".665",".295","0.2","0.1","0.3","7927"
"Kevin Newman","Pirates","65","275","253","68","14","2","2","26","24","17","39","2","8","3",".269",".317",".361",".678",".295","0.4","0.2","0.6","17696"
"Cedric Mullins II","Orioles","39","165","150","36","7","2","4","19","16","11","30","1","4","1",".239",".296",".385",".681",".295","-0.6","0.4","0.3","17929"
"Hernan Perez","Brewers","26","109","103","26","5","1","3","11","12","5","24","0","3","1",".252",".287",".401",".688",".295","-0.2","0.3","0.2","5751"
"Matt Wieters","Cardinals","20","83","74","18","3","0","2","8","10","7","16","1","0","0",".237",".306",".371",".677",".295","0.1","-0.2","0.2","4298"
"Joey Rickard","Orioles","33","137","122","29","6","1","3","14","11","12","31","2","3","1",".235",".309",".364",".673",".295","-0.1","0.2","0.1","13277"
"Chris Shaw","Giants","24","100","91","21","4","1","3","10","11","7","30","1","1","0",".232",".288",".396",".684",".295","-0.2","0.1","0.0","17738"
