All Pitchers Year to Date MLB True Talent Categories,,,,,,,,,,,,,,,,,
Avail,Player,INN,GS,BFP,PC,W,S,K,BB,H,HR,ER,ERA,WHIP,Kd9,BBd9,Rank
W ,Wil Crowe SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wander Perez RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jonathon Niese SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Max Fried SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Pirela P | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Castillo RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Oberg RP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Zouzalik RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eric Skoglund SP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Emilio Vargas SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Holmes RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brady Lail SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joely Rodriguez RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Gardewine RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Charlie Morton SP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Raul Alcantara SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dace Kime SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Warren RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Francisco Rodriguez RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Vasquez RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Robinson RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Will Lamb RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Artie Lewicki RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paul Smyth RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Jake Junis SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Thurman SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Carroll RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Darin Gillies P | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andury Acevedo RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Braxton Garrett SP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Kirby Yates RP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryne Stanek RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Lyles RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Mike Foltynewicz SP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yaisel Sierra SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Anderson RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carlos Navas RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Matuella SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Steven Brault RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Lackey SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chase Johnson SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wil Browning RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Patino SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Fernando Salas RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brandon Lawson P | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Zack Godley SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gerson Garabito SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edgar Osuna SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Ryan Borucki SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matthew Liberatore SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Lovvorn SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Zack Greinke SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Branden Pinder RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Elijah Morgan SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Alvarez RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Franklyn Kilome SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Tuivailala RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesus Reyes RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Erik Johnson SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Cox SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Church RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Pat Neshek RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hunter Strickland RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Balog SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Roberto Gomez RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Brinley P | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Arrowood P | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Howard RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Ruiz RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Johan Yan RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alvaro Seijas SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Case RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,D.L. Hall SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Morin RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Hyun-Jin Ryu SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Damion Carroll RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Enrique Burgos RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,A.J. Schugel RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tristan Beck RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Runion RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Arnaldo Hernandez P | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Palumbo SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Flemer RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dylan Floro RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Harrison P | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nate Griep RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jorge Lopez RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Dominguez RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tommy Layne RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron Bummer RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nate Karns SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Walker Lockett SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Klimesh RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Thompson RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jared Miller RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Frank Duncan RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Casey Crosby SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Clay Buchholz SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Oscar De La Cruz SP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Warmoth RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edinson Volquez SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Faria SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cam Hill RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ramon Benjamin SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chasen Shreve RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rob Wort RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
keeper quality boating accidents,Aroldis Chapman RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Skulina P | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dylan Covey SP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zac Gallen SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hector Santiago RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Wade Miley SP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Victor Mateo SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Todd Van Steensel RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Palmquist P | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Bush RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jon Olczak RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Francisco Liriano SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Graham RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Cashner SP | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Walker Weickel RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yoan Lopez RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Herb SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Corey Walter RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brent Suter SP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wandy Peralta RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Homer Bailey SP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blaine Knight SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Diekman RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kyle Young SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trey Wingenter RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Blackham RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alec Kenilvort RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Domingo Tapia SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Santos RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Parker Dunshee SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trey Ball SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cody Sedlock SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Randy Rosario RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Christian Bergman SP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dietrich Enns SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Evans SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Shackelford RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Justin Verlander SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Sanchez RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trevor Richards SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sandy Baez RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Carlos Gonzalez P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Valdespina RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zach Thornton RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Grant Holmes SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Locke St. John RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Jimenez RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Julian Fernandez RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Konner Wade SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ljay Newsome SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Johan Belisario P | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blake Wood RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luke Leftwich RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Purke RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alberto Baldonado RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Kuzminsky RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Buddy Borden RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chad Green RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bo Takahashi P | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Heath RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tahnaj Thomas SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kris Hall P | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Paul Voelker P | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nate Reed P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shaun Anderson SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Alvarez RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Paniagua RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Slade Smith P | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trey Supak P | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Neftali Feliz RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Needy SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Vance Worley RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adonis Uceta RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Lindgren RP | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan De Paula SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eddie Gamboa RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Clay Holmes RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dean Kremer SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jason Garcia RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Rob Kaminsky RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Nicasio RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Brasier RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Franklin SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Albers RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luke Gregerson RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Wong SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Mariot RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Hansel Robles RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alexi Ogando RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edwin Fierro RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Wendolyn Bautista RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mason McCullough RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shawn Armstrong RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Miller RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Beliveau RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cameron Varga P | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Kussmaul RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Taveras SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ben Rowen RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Evan Rutckyj RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Felix Pena SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Medina SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Nathan Eovaldi SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyson Perez P | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Brett Anderson SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Pennington SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Martinez SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jackson McClelland P | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Tomshaw P | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Confesor Lara RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tanner Anderson RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jon Edwards RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Josh Rogers SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blake Perry RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Felix Doubront SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adalberto Mejia SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Barlow RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ranfi Casimiro RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,J.B. Wendelken RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Buck Farmer RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Wade LeBlanc SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Oxnevad SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Martin Agosta SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Teague P | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brady Singer SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keegan Akin SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Guerrero SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sammy Solis RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Eduard Santos P | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austen Williams RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Reed Garrett RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ray Black RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Casey Kelly RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Emilio Pagan RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anthony Swarzak RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jesse Chavez RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chase Whitley RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Justin Shafer RP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kendall Graveman SP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Kinley RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Zac Houston RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Vincent RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kelvin Herrera RP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Curtis Taylor RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Stephen Tarpley RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Spencer Herrmann RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Kevin Comer RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Smith SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Pazos RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Paulson RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brock Huntzinger RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edward Paredes RP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,A.J. Vanegas RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Preston Claiborne RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Drew Storen RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Gerardo Reyes RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Enny Romero RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luiz Gohara RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,John Stilson SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Union State Connectors,Dylan Bundy SP | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Kent RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blake Taylor SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Elieser Hernandez RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bud Jeter P | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Young SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shea Spitzbarth RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Yu Darvish SP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
