Avail,Player,INN,GS,BFP,PC,W,S,K,BBI,HA,HRA,ER,ERA,WHIP,Kd9,BBd9,Rank
FA,John Curtiss RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mike Broadway RP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tommy Kahnle RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tony Sipp RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ( 3/28),Ervin Santana SP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Screaming Prairie Camels,Masahiro Tanaka SP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Taylor P | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,David Peterson SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dustin McGowan RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Zach Hedges RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nik Turley RP | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Luke Weaver SP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Esmil Rogers RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mark Serrano RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jesen Therrien RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jack Leathersich RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jordan Hicks SP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Martires Arias SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jimmy Cordero RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jared Lakind RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin Fleet RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tyler Pike SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,R.J. Alaniz RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Eric Fornataro RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mayckol Guaipe RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Mullimbimby Goonsacks,Steve Cishek RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brady Feigl RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jairo Diaz RP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Travis Lakins SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Charlie Shirek SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ariel Jurado SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Rob Zastryzny RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jake Woodford SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matt Gage RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dana Eveland RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Joshua Torres RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Danny Reynolds RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Collmenter RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Reymin Guduan RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Yonny Chirinos P | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ryan Helsley SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ryan Doolittle RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Fields RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Chase Huchingson RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Steve Delabar RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Aaron Northcraft SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brennan Bernardino RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jake Dunning RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Miguel Del Pozo RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Roberto Hernandez SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Cristian Javier SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Francisco Morales SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Adbert Alzolay SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Robinson Leyer P | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Robert Benincasa P | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tony Pena RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dan Jennings RP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Radhames Liz RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Union State Connectors,Matt Harvey SP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,David Roseboom RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Wes Benjamin RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Cody Buckel RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Aaron Cox RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jose Velez RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Trey Nielsen SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matthias Dietz SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brett McKinney RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Colin Poche RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ( 3/28),German Marquez SP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Zach Neal RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mason Melotakis RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Edgar Santana RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Daniel Norris SP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Robert Stephenson RP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Phil Coke RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Hobbs Johnson P | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Anthony Banda SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Danny Barnes RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Silvino Bracho RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Trevor Kelley RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dillon Maples RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Cody Dickson RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Chris Heston RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Taylor Widener SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Rich Hill SP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Forrest Snow SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jefri Hernandez RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Wilmer Font RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Junior Fernandez SP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Carlos Portuondo RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nick Goody RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,James Farris RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Johnny and the Rockers,Fernando Rodney RP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Layne Somsen RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Scott McGough RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Judy RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Edubray Ramos RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Sal Romano SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Koda Glover RP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Trevor Gott RP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,J.A. Happ SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Yuhei Nakaushiro P | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mason Thompson SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brent Honeywell SP | TB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dane Dunning SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Taylor Clarke SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jorge Rondon RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kyle Smith SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Archie Bradley RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Raul Fernandez SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin Maddox RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Sam Gaviglio SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Lex Rutledge P | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Daniel Camarena SP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Drew Rucinski RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Spencer Howard SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ramon Troncoso RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Santiago Casilla RP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jesus Luzardo SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kaleb Fleck RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Blake Beavan SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin Adams RP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Justin Germano RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tyler Johnson P | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Franklin Perez SP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Christian Bethancourt RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matt Marksberry RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jeremy Kivel P | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ryan O'Rourke RP | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Louis Head P | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Blake Quinn RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Danny Gutierrez SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matt Tabor SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Roenis Elias RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Luke Bard RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kody Kerski P | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Micah Owings P | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Droitwich Murdercocks,Drew Pomeranz SP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Justin Dunn SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nathan Bates RP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Marco Carrillo RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ian Gibaut RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin Sodders RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Anthony Varvaro RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,J.D. Martin SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Danny Farquhar RP | CHW ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jhan Marinez RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Scott Alexander RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin Voth SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Parker Bridwell SP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tommy Shirley P | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kevin McAvoy RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Wesley Wright RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ( 3/27),Kelly Secrest RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Ravin RP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Joe Broussard RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jordan Yamamoto SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Corey Kluber SP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Taylor Williams RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Reinier Roibal RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Heath Fillmyer SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Cory Luebke RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jordan Cooper P | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jason Creasy RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Damien Magnifico RP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matt Whitehouse RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Joe Rogers P | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ashe Russell SP | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Logan Boyd P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Alexis Rivero RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Andrew Church SP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ( 3/28),Clayton Richard SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Arturo Reyes RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mike Bolsinger SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kraig Sitton RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Adam Bray RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kolby Allard SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Rob Scahill RP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Tyler Lyons RP | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jorge De La Rosa RP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Devin Williams SP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Frank Herrmann RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Luis Gonzalez RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Freddy Peralta SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Frank Lopez SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Stefan Crichton RP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nick Pivetta SP | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Bradin Hagens SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brock Stewart RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nefi Ogando RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Gage Hinsz SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Edison Frias RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Edwar Cabrera SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Brandon Leibrandt SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Uhen RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Ken Giles RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Henderson Alvarez SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ben Taylor RP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Daniel Schlereth RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Yency Almonte SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Montreal Robertson SP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Sandy Lugo RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Jon Gray SP | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Kyle Drabek RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Alan Garcia RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Eury De La Rosa RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Stolmy Pimentel RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Seung-Hwan Oh RP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jose Contreras RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Carlos Hernandez SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tyler Jay RP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Guillermo Moscoso RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jose Soriano SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Adonis Medina SP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Hector Mendoza RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Austin House P | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matt Milroy P | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Trevor Rosenthal RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Matthew Festa RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jumbo Diaz RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Luis Ortiz SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Cale Coshow RP | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Michael Dimock RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jeff Ibarra RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mitch Lambson RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Anthony Misiewicz RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Blaine Hardy RP | DET ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Eric Jokisch RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Julio Urias SP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Yacksel Rios RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Zion Iron Lions,Gerrit Cole SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jarrod Parker SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Zech Lemond P | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mike Dunn RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Kenley Jansen RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tanner Houck SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Tyler Cloyd RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jason Jester RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ofelky Peralta SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Shawn Tolleson RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Mullimbimby Goonsacks,Taijuan Walker SP | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dillon McNamara RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ryan Castellani SP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Frank Del Valle RP | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Michael Mercado SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Travis Blackley RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Rafael Cova SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Dane Myers RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Paul Fry P | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Nolan Watson SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mike Zagurski RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
DickCards,Alex Wood SP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Vidal Nuno RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Scott Gracey RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Cackleberry Czars,Stephen Strasburg SP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Josh Staumont SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Patrick Johnson RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Omak Wrong Players,Jameson Taillon SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Wandy Rodriguez SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Mat Latos SP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Danny Coulombe RP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jandel Gustave RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Rookie Davis SP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Erick Fedde SP | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Allen Webster SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Jose Lopez SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Chaz Roe RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ian Kennedy SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,RJ Hively RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,CC Lee RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Michael Baumann SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Anthony Carter RP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
FA,Ashur Tolliver RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
