,game_pk,batter,pitcher,at_bat_number,pitch_type_leading,pitch_type_in_one_one
0,747223,553869,656464,73,Slider,Slider
1,747223,666134,656464,70,Four-seam Fastball,Slider
2,747223,572233,641755,69,Slider,Slider
3,747223,606466,641755,67,Slider,Slider
4,747223,682998,641755,66,Four-seam Fastball,Slider
5,747223,453568,573009,63,Curveball,Curveball
6,747223,660707,573009,61,Sinker,Changeup
7,747223,677950,656234,59,Slider,Cutter
8,747223,672515,656234,57,Four-seam Fastball,Slider
9,747223,592626,656234,56,Cutter,Sinker
10,747223,553869,573009,55,Changeup,Changeup
11,747223,663898,518876,53,Changeup,Sinker
12,747223,666134,518876,52,Cutter,Cutter
13,747223,666971,656234,50,Slider,Sinker
14,747223,606466,656234,49,Cutter,Sinker
15,747223,553993,656234,45,Slider,Sinker
16,747223,592626,615698,43,Splitter,Splitter
17,747223,686668,518876,40,Slider,Cutter
18,747223,663898,518876,28,Changeup,Cutter
19,747223,672515,615698,26,Splitter,Sinker
20,747223,666971,615698,23,Splitter,Splitter
21,747223,677950,615698,16,Changeup,Changeup
22,747223,672515,615698,10,Cutter,Curveball
23,747223,592626,615698,9,Cutter,Splitter
24,747223,606466,615698,6,Sinker,Cutter
25,747223,592178,518876,2,Slider,Cutter
26,747223,453568,518876,1,Cutter,Changeup
27,746412,683011,656232,79,Sinker,Sinker
28,746412,657077,656232,78,Changeup,Changeup
29,746412,519317,656232,77,Four-seam Fastball,Curveball
30,746412,676801,657571,72,Four-seam Fastball,Four-seam Fastball
31,746412,683011,656786,66,Curveball,Four-seam Fastball
32,746412,657077,656786,65,Cutter,Sweeper
33,746412,519317,656786,64,Cutter,Four-seam Fastball
34,746412,519203,656786,63,Sweeper,Sweeper
35,746412,663656,624647,60,Slider,Sinker
36,746412,514888,596133,58,Changeup,Four-seam Fastball
37,746412,665828,605463,54,Sinker,Splitter
38,746412,669224,605463,53,Splitter,Splitter
39,746412,683011,605463,52,Four-seam Fastball,Slider
40,746412,657077,605463,51,Sinker,Splitter
41,746412,519203,664299,46,Changeup,Slider
42,746412,665742,664299,44,Four-seam Fastball,Changeup
43,746412,547989,595897,42,Slider,Slider
44,746412,650402,664299,39,Slider,Slider
45,746412,669224,664299,37,Changeup,Four-seam Fastball
46,746412,683011,664299,36,Slider,Four-seam Fastball
47,746412,670541,607074,35,Cutter,Four-seam Fastball
48,746412,514888,607074,34,Cutter,Four-seam Fastball
49,746412,547989,607074,26,Cutter,Cutter
50,746412,608324,607074,25,Four-seam Fastball,Slider
51,746412,650402,664299,20,Slider,Changeup
52,746412,514888,607074,17,Slider,Four-seam Fastball
53,746412,676694,607074,16,Four-seam Fastball,Slider
54,746412,657077,664299,11,Four-seam Fastball,Slider
55,746412,663656,607074,7,Four-seam Fastball,Four-seam Fastball
56,746412,670541,607074,6,Slider,Cutter
57,746412,514888,607074,5,Four-seam Fastball,Cutter
58,746412,519203,664299,4,Changeup,Slider
59,746412,592450,664299,3,Changeup,Four-seam Fastball
60,746167,518692,668941,63,Four-seam Fastball,Slider
61,746167,669357,518489,59,Four-seam Fastball,Four-seam Fastball
62,746167,680977,675627,57,Cutter,Cutter
63,746167,691026,675627,56,Slider,Slider
64,746167,676475,675627,49,Sinker,Slider
65,746167,571970,668868,44,Four-seam Fastball,Slider
66,746167,669257,668868,43,Curveball,Four-seam Fastball
67,746167,669357,676272,42,Changeup,Changeup
68,746167,502671,676272,41,Four-seam Fastball,Sinker
69,746167,518692,668868,37,Four-seam Fastball,Forkball
70,746167,660271,668868,36,Slider,Slider
71,746167,605141,668868,35,Forkball,Curveball
72,746167,575929,676272,31,Four-seam Fastball,Sinker
73,746167,669257,668868,26,Curveball,Four-seam Fastball
74,746167,669357,676272,23,Changeup,Changeup
75,746167,502671,676272,22,Slider,Slider
76,746167,691026,676272,17,Four-seam Fastball,Four-seam Fastball
77,746167,687363,676272,16,Four-seam Fastball,Curveball
78,746167,691023,676272,15,Slider,Slider
79,746167,575929,676272,9,Curveball,Sinker
80,746167,518692,668868,6,Four-seam Fastball,Forkball
81,746167,660271,668868,5,Four-seam Fastball,Four-seam Fastball
82,746167,605141,668868,4,Four-seam Fastball,Slider
83,746167,669357,676272,3,Changeup,Four-seam Fastball
84,746091,542194,676596,79,Sinker,Changeup
85,746091,541645,676596,77,Sinker,Changeup
86,746091,669261,666277,73,Changeup,Slider
87,746091,665862,676596,72,Cutter,Sinker
88,746091,663647,572143,68,Four-seam Fastball,Cutter
89,746091,572191,572143,65,Sweeper,Cutter
90,746091,665833,572143,60,Sweeper,Cutter
91,746091,680779,572143,59,Cutter,Sweeper
92,746091,656582,663773,51,Slider,Sinker
93,746091,572191,663773,50,Slider,Slider
94,746091,650559,656924,46,Slider,Slider
95,746091,605137,527048,44,Sinker,Cutter
96,746091,650333,527048,43,Curveball,Cutter
97,746091,658668,663773,41,Slider,Sinker
98,746091,457705,663773,40,Sinker,Slider
99,746091,541645,527048,37,Cutter,Changeup
100,746091,641313,527048,36,Cutter,Changeup
101,746091,650559,527048,30,Changeup,Changeup
102,746091,605137,527048,28,Curveball,Cutter
103,746091,681146,527048,25,Changeup,Cutter
104,746091,665833,663773,23,Sinker,Slider
105,746091,658668,640462,21,Sinker,Sweeper
106,746091,663647,640462,19,Four-seam Fastball,Sweeper
107,746091,665862,527048,15,Sinker,Sinker
108,746091,650559,527048,14,Changeup,Sinker
109,746091,656582,640462,13,Sweeper,Sinker
110,746091,572191,640462,12,Four-seam Fastball,Sweeper
111,746091,669707,640462,11,Sweeper,Sweeper
112,746091,680779,640462,9,Sweeper,Slider
113,746091,605137,527048,6,Cutter,Sinker
114,746091,650333,527048,5,Sinker,Cutter
115,746091,656582,640462,1,Sinker,Sweeper
116,745848,664056,682842,63,Sinker,Slider
117,745848,668930,543859,62,Four-seam Fastball,Four-seam Fastball
118,745848,641343,543859,61,Four-seam Fastball,Slider
119,745848,687401,543859,60,Slider,Slider
120,745848,683146,606303,59,Slider,Changeup
121,745848,682626,606303,58,Slider,Slider
122,745848,621466,606303,57,Four-seam Fastball,Sinker
123,745848,663368,543859,56,Four-seam Fastball,Four-seam Fastball
124,745848,516782,656730,52,Knuckle-curve,Four-seam Fastball
125,745848,643446,656730,51,Four-seam Fastball,Four-seam Fastball
126,745848,694192,605347,47,Sinker,Slider
127,745848,668930,605347,46,Sinker,Sinker
128,745848,607043,642547,44,Four-seam Fastball,Slider
129,745848,683146,642547,42,Curveball,Four-seam Fastball
130,745848,642715,622098,39,Changeup,Four-seam Fastball
131,745848,682626,642547,38,Four-seam Fastball,Four-seam Fastball
132,745848,621466,642547,37,Four-seam Fastball,Curveball
133,745848,656555,622098,35,Slider,Sinker
134,745848,655316,500779,31,Four-seam Fastball,Curveball
135,745848,687401,500779,26,Changeup,Four-seam Fastball
136,745848,663368,500779,25,Curveball,Sinker
137,745848,664056,642547,20,Slider,Slider
138,745848,682626,642547,15,Four-seam Fastball,Four-seam Fastball
139,745848,621466,642547,14,Four-seam Fastball,Changeup
140,745848,687401,500779,10,Curveball,Four-seam Fastball
141,745848,663368,500779,9,Changeup,Changeup
142,745848,642715,500779,8,Curveball,Changeup
143,745848,596019,642547,6,Four-seam Fastball,Changeup
144,745848,607043,642547,5,Four-seam Fastball,Four-seam Fastball
145,745848,656555,500779,4,Curveball,Four-seam Fastball
146,745848,592885,500779,3,Sinker,Sinker
147,745682,676116,661403,74,Cutter,Cutter
148,745682,665926,613534,70,Slider,Four-seam Fastball
149,745682,647351,605130,69,Curveball,Curveball
150,745682,680869,605130,66,Four-seam Fastball,Curveball
151,745682,677587,687765,63,Cutter,Slider
152,745682,671289,687765,60,Slider,Slider
153,745682,647304,687765,55,Slider,Cutter
154,745682,665926,687765,53,Cutter,Cutter
155,745682,680757,687765,52,Cutter,Slider
156,745682,647351,669212,50,Four-seam Fastball,Changeup
157,745682,669127,669212,49,Four-seam Fastball,Slider
158,745682,665926,548389,36,Sinker,Slider
159,745682,687231,671106,34,Sweeper,Sweeper
160,745682,605204,671106,30,Four-seam Fastball,Four-seam Fastball
161,745682,664314,548389,28,Changeup,Sinker
162,745682,671289,548389,26,Knuckle-curve,Slider
163,745682,680869,671106,25,Four-seam Fastball,Changeup
164,745682,680757,548389,13,Changeup,Sinker
165,745682,665923,671106,8,Four-seam Fastball,Sweeper
166,745682,671289,548389,6,Sinker,Changeup
167,745682,686823,548389,5,Cutter,Changeup
168,745682,608070,548389,3,Slider,Cutter
169,745682,680757,548389,1,Cutter,Knuckle-curve
170,745604,592206,607481,79,Sinker,Sinker
171,745604,681082,607481,78,Sinker,Sinker
172,745604,594807,628708,75,Sinker,Sinker
173,745604,518595,628708,73,Slider,Slider
174,745604,621566,641401,67,Changeup,Four-seam Fastball
175,745604,663586,641401,66,Cutter,Four-seam Fastball
176,745604,660670,621237,64,Cutter,Cutter
177,745604,606115,621237,62,Sinker,Sinker
178,745604,518595,621237,61,Cutter,Cutter
179,745604,679032,572955,57,Curveball,Curveball
180,745604,669221,621381,49,Four-seam Fastball,Cutter
181,745604,547180,641729,44,Slider,Four-seam Fastball
182,745604,542303,554430,43,Four-seam Fastball,Four-seam Fastball
183,745604,621566,554430,42,Four-seam Fastball,Four-seam Fastball
184,745604,663586,554430,41,Four-seam Fastball,Four-seam Fastball
185,745604,656941,675911,38,Slider,Slider
186,745604,669016,675911,36,Four-seam Fastball,Four-seam Fastball
187,745604,660670,554430,33,Four-seam Fastball,Sinker
188,745604,547180,675911,26,Slider,Slider
189,745604,656941,675911,21,Changeup,Changeup
190,745604,679032,675911,20,Slider,Slider
191,745604,645277,554430,18,Splitter,Curveball
192,745604,592206,675911,15,Slider,Slider
193,745604,592663,675911,12,Slider,Four-seam Fastball
194,745604,671739,554430,9,Splitter,Splitter
195,745604,607208,675911,6,Four-seam Fastball,Slider
196,745604,621566,554430,4,Curveball,Four-seam Fastball
197,745435,595777,676254,75,Sinker,Slider
198,745435,673490,676254,74,Sinker,Sinker
199,745435,624424,658648,73,Four-seam Fastball,Four-seam Fastball
200,745435,656305,658648,71,Changeup,Changeup
201,745435,624585,658648,69,Curveball,Changeup
202,745435,665487,643511,66,Slider,Sinker
203,745435,808982,660853,64,Four-seam Fastball,Four-seam Fastball
204,745435,605113,660853,63,Four-seam Fastball,Four-seam Fastball
205,745435,672275,660853,62,Slider,Slider
206,745435,642180,694738,59,Sinker,Curveball
207,745435,595777,694738,57,Sinker,Curveball
208,745435,624424,660853,56,Slider,Four-seam Fastball
209,745435,527038,663568,55,Sinker,Sweeper
210,745435,656305,663568,54,Sinker,Cutter
211,745435,624585,663568,52,Sweeper,Sweeper
212,745435,630105,690986,48,Four-seam Fastball,Four-seam Fastball
213,745435,605113,663568,46,Sinker,Cutter
214,745435,642731,605397,44,Curveball,Sweeper
215,745435,624424,605397,43,Curveball,Curveball
216,745435,593428,690986,42,Four-seam Fastball,Four-seam Fastball
217,745435,808982,605397,30,Sweeper,Four-seam Fastball
218,745435,669134,690986,18,Four-seam Fastball,Four-seam Fastball
219,745435,673490,690986,16,Four-seam Fastball,Slurve
220,745435,624585,605397,15,Four-seam Fastball,Sweeper
221,745435,808982,605397,14,Four-seam Fastball,Curveball
222,745435,592518,690986,12,Four-seam Fastball,Four-seam Fastball
223,745435,593428,690986,9,Four-seam Fastball,Changeup
224,745435,527038,605397,5,Sweeper,Sinker
225,745435,656305,605397,4,Four-seam Fastball,Sweeper
226,745435,624585,605397,2,Sinker,Cutter
227,745276,622569,662253,64,Sinker,Sinker
228,745276,671213,662253,62,Slider,Slider
229,745276,593871,670174,61,Cutter,Cutter
230,745276,649966,670174,57,Slider,Sinker
231,745276,596115,662253,55,Four-seam Fastball,Sinker
232,745276,571745,670174,48,Cutter,Sinker
233,745276,666915,642100,47,Slider,Four-seam Fastball
234,745276,671213,669923,44,Slider,Slider
235,745276,596115,669923,43,Slider,Four-seam Fastball
236,745276,677594,601713,41,Sweeper,Sweeper
237,745276,641933,669923,37,Four-seam Fastball,Sinker
238,745276,680776,669923,36,Splitter,Knuckle-curve
239,745276,649966,601713,35,Four-seam Fastball,Sweeper
240,745276,663728,601713,29,Four-seam Fastball,Cutter
241,745276,593871,601713,27,Curveball,Four-seam Fastball
242,745276,671213,669923,24,Slider,Slider
243,745276,596115,669923,23,Four-seam Fastball,Four-seam Fastball
244,745276,670042,601713,21,Curveball,Cutter
245,745276,649966,601713,20,Sweeper,Four-seam Fastball
246,745276,641933,669923,18,Four-seam Fastball,Sinker
247,745276,624512,669923,16,Knuckle-curve,Splitter
248,745276,664034,601713,14,Sweeper,Sweeper
249,745276,571745,601713,12,Sweeper,Sweeper
250,745276,593871,601713,8,Cutter,Cutter
251,745276,677594,601713,7,Sweeper,Sweeper
252,745276,807799,669923,3,Slider,Sinker
253,745276,641933,669923,2,Four-seam Fastball,Four-seam Fastball
254,745117,595281,592094,72,Changeup,Four-seam Fastball
255,745117,457759,592094,69,Four-seam Fastball,Four-seam Fastball
256,745117,642350,641149,64,Slider,Slider
257,745117,623912,641149,63,Slider,Slider
258,745117,662139,606965,52,Cutter,Changeup
259,745117,664040,641149,51,Slider,Curveball
260,745117,666163,641149,48,Four-seam Fastball,Changeup
261,745117,457759,650644,46,Four-seam Fastball,Sinker
262,745117,650490,605135,38,Curveball,Sinker
263,745117,624415,650644,35,Cutter,Four-seam Fastball
264,745117,595281,650644,30,Four-seam Fastball,Cutter
265,745117,662139,650644,28,Splitter,Cutter
266,745117,680700,605135,26,Cutter,Sinker
267,745117,670623,605135,25,Slider,Slider
268,745117,664040,605135,23,Slider,Cutter
269,745117,650490,605135,22,Sinker,Sinker
270,745117,665489,650644,18,Sweeper,Cutter
271,745117,624415,650644,16,Cutter,Four-seam Fastball
272,745117,643396,650644,15,Sinker,Sweeper
273,745117,623912,605135,13,Sinker,Curveball
274,745117,680700,605135,12,Cutter,Cutter
275,745117,672386,650644,9,Sinker,Sweeper
276,745117,662139,650644,8,Cutter,Cutter
277,745117,650490,605135,5,Cutter,Sinker
278,745117,457759,650644,4,Cutter,Four-seam Fastball
279,745117,666182,650644,3,Sweeper,Sinker
280,745117,543807,650644,1,Sinker,Sweeper
281,747224,607732,666818,77,Cutter,Cutter
282,747224,641857,666818,76,Four-seam Fastball,Cutter
283,747224,677942,683232,74,Four-seam Fastball,Curveball
284,747224,553993,683232,73,Four-seam Fastball,Curveball
285,747224,666134,669459,71,Slider,Four-seam Fastball
286,747224,672515,680767,69,Four-seam Fastball,Four-seam Fastball
287,747224,682998,680767,66,Four-seam Fastball,Four-seam Fastball
288,747224,595909,612434,65,Slider,Sinker
289,747224,677942,680767,59,Four-seam Fastball,Four-seam Fastball
290,747224,641857,543518,55,Four-seam Fastball,Splitter
291,747224,672515,656222,53,Changeup,Four-seam Fastball
292,747224,666971,656222,51,Changeup,Four-seam Fastball
293,747224,666134,668678,50,Knuckle-curve,Cutter
294,747224,592178,668678,49,Knuckle-curve,Four-seam Fastball
295,747224,453568,668678,48,Knuckle-curve,Cutter
296,747224,686668,668678,47,Slider,Four-seam Fastball
297,747224,672695,656222,44,Four-seam Fastball,Four-seam Fastball
298,747224,553869,668678,41,Four-seam Fastball,Four-seam Fastball
299,747224,663898,668678,39,Four-seam Fastball,Slider
300,747224,666971,683627,33,Slider,Four-seam Fastball
301,747224,682998,683627,32,Four-seam Fastball,Changeup
302,747224,677942,607536,28,Knuckle-curve,Four-seam Fastball
303,747224,682998,607536,23,Slider,Sinker
304,747224,672695,607536,21,Sinker,Four-seam Fastball
305,747224,666134,668678,20,Four-seam Fastball,Knuckle-curve
306,747224,592178,668678,19,Slider,Four-seam Fastball
307,747224,453568,668678,18,Cutter,Cutter
308,747224,677950,607536,16,Sinker,Slider
309,747224,677942,607536,15,Sinker,Four-seam Fastball
310,747224,553993,607536,14,Four-seam Fastball,Knuckle-curve
311,747224,553869,668678,11,Four-seam Fastball,Slider
312,747224,663898,668678,9,Four-seam Fastball,Four-seam Fastball
313,747224,672515,607536,8,Four-seam Fastball,Four-seam Fastball
314,747224,666134,668678,3,Changeup,Cutter
315,747224,592178,668678,2,Four-seam Fastball,Four-seam Fastball
316,747060,621493,669211,72,Slider,Four-seam Fastball
317,747060,666160,669211,71,Slider,Slider
318,747060,543305,669211,70,Changeup,Slider
319,747060,663624,643256,67,Sinker,Sinker
320,747060,543685,622253,66,Sweeper,Sweeper
321,747060,687263,622253,65,Sweeper,Sinker
322,747060,694384,622253,62,Sinker,Changeup
323,747060,650859,622253,61,Sinker,Changeup
324,747060,622761,670871,58,Slider,Sinker
325,747060,602104,670871,57,Sinker,Slider
326,747060,656775,542585,56,Changeup,Four-seam Fastball
327,747060,656811,542585,55,Slider,Slider
328,747060,545361,657508,52,Four-seam Fastball,Four-seam Fastball
329,747060,623993,542585,50,Slider,Slider
330,747060,668939,542585,48,Sinker,Changeup
331,747060,622761,660761,46,Sweeper,Changeup
332,747060,543685,669203,45,Sinker,Slider
333,747060,602104,660761,42,Four-seam Fastball,Four-seam Fastball
334,747060,656775,660761,41,Sinker,Slider
335,747060,676059,660761,40,Changeup,Four-seam Fastball
336,747060,694384,669203,38,Changeup,Cutter
337,747060,592273,669203,37,Slider,Sinker
338,747060,669720,660761,36,Changeup,Four-seam Fastball
339,747060,668939,660761,33,Curveball,Slider
340,747060,621493,669203,31,Curveball,Cutter
341,747060,543305,669203,29,Curveball,Cutter
342,747060,602104,660761,27,Slider,Four-seam Fastball
343,747060,687263,669203,24,Curveball,Slider
344,747060,676059,660761,22,Changeup,Sweeper
345,747060,669720,663776,21,Four-seam Fastball,Changeup
346,747060,663624,663776,19,Sinker,Curveball
347,747060,602104,663776,15,Curveball,Four-seam Fastball
348,747060,593934,669203,14,Slider,Curveball
349,747060,592273,669203,12,Cutter,Slider
350,747060,656775,663776,11,Sinker,Sweeper
351,747060,676059,663776,10,Changeup,Slider
352,747060,668939,663776,6,Changeup,Four-seam Fastball
353,747060,545361,669203,3,Slider,Slider
354,747060,543305,669203,2,Curveball,Changeup
355,746821,673357,671345,65,Sinker,Sinker
356,746821,660162,671345,64,Slider,Sinker
357,746821,690993,608678,60,Changeup,Changeup
358,746821,670032,605177,59,Slider,Sinker
359,746821,607680,605177,57,Four-seam Fastball,Sinker
360,746821,663837,656629,56,Four-seam Fastball,Four-seam Fastball
361,746821,592192,656629,55,Slider,Four-seam Fastball
362,746821,678009,656629,51,Four-seam Fastball,Slider
363,746821,657557,571946,50,Four-seam Fastball,Slider
364,746821,595879,665620,47,Four-seam Fastball,Four-seam Fastball
365,746821,668670,665620,46,Sweeper,Sweeper
366,746821,643217,669373,42,Sinker,Changeup
367,746821,670032,669373,38,Sinker,Four-seam Fastball
368,746821,607680,669373,36,Slider,Sinker
369,746821,595879,676979,32,Sweeper,Sweeper
370,746821,668670,676979,27,Changeup,Sweeper
371,746821,690993,676979,26,Sweeper,Four-seam Fastball
372,746821,663837,676979,25,Cutter,Changeup
373,746821,592192,676979,24,Changeup,Four-seam Fastball
374,746821,682985,676979,20,Sweeper,Cutter
375,746821,628451,676979,18,Sweeper,Sweeper
376,746821,455117,669373,15,Changeup,Changeup
377,746821,607680,669373,14,Slider,Sinker
378,746821,657557,669373,13,Changeup,Changeup
379,746821,663837,676979,9,Sweeper,Four-seam Fastball
380,746821,650391,669373,7,Sinker,Changeup
381,746821,643217,669373,4,Sinker,Slider
382,746821,682985,676979,3,Cutter,Cutter
383,746821,679529,676979,2,Four-seam Fastball,Sweeper
384,746821,628451,676979,1,Four-seam Fastball,Sweeper
385,746737,608336,608718,69,Sinker,Four-seam Fastball
386,746737,608385,608718,67,Slider,Sinker
387,746737,682829,663432,62,Slider,Slider
388,746737,671277,608718,59,Slider,Sinker
389,746737,545121,641941,55,Splitter,Four-seam Fastball
390,746737,608841,641941,51,Cutter,Four-seam Fastball
391,746737,666181,571670,50,Sinker,Changeup
392,746737,663697,571670,49,Slider,Four-seam Fastball
393,746737,657041,593423,45,Slider,Sinker
394,746737,682928,593423,44,Cutter,Splitter
395,746737,668715,676395,43,Four-seam Fastball,Changeup
396,746737,545121,593423,39,Splitter,Sinker
397,746737,592696,593423,38,Splitter,Four-seam Fastball
398,746737,660688,593423,37,Splitter,Splitter
399,746737,666181,680686,34,Changeup,Cutter
400,746737,608336,593423,33,Splitter,Cutter
401,746737,608841,593423,32,Slider,Four-seam Fastball
402,746737,608385,593423,31,Splitter,Four-seam Fastball
403,746737,657041,593423,30,Cutter,Splitter
404,746737,663697,680686,29,Curveball,Sweeper
405,746737,682928,593423,22,Slider,Four-seam Fastball
406,746737,666181,680686,18,Four-seam Fastball,Four-seam Fastball
407,746737,605361,680686,15,Cutter,Curveball
408,746737,668715,680686,14,Four-seam Fastball,Sweeper
409,746737,682829,680686,13,Four-seam Fastball,Cutter
410,746737,641584,680686,12,Cutter,Curveball
411,746737,592696,593423,11,Four-seam Fastball,Splitter
412,746737,608336,593423,9,Splitter,Splitter
413,746737,600869,680686,7,Cutter,Cutter
414,746737,663697,680686,4,Cutter,Four-seam Fastball
415,746737,608385,593423,3,Four-seam Fastball,Splitter
416,746737,682928,593423,1,Cutter,Splitter
417,746418,683011,623352,77,Slider,Slider
418,746418,519203,623352,76,Sinker,Sinker
419,746418,592450,605463,71,Splitter,Slider
420,746418,665742,605463,70,Splitter,Four-seam Fastball
421,746418,650402,605463,69,Four-seam Fastball,Slider
422,746418,670541,642528,64,Sinker,Sinker
423,746418,624431,519151,62,Four-seam Fastball,Curveball
424,746418,657077,519151,61,Slider,Curveball
425,746418,676801,642528,53,Sinker,Curveball
426,746418,665742,606160,51,Changeup,Four-seam Fastball
427,746418,650402,606160,50,Four-seam Fastball,Slider
428,746418,665828,606160,49,Changeup,Four-seam Fastball
429,746418,624431,606160,48,Four-seam Fastball,Changeup
430,746418,608324,641482,47,Cutter,Four-seam Fastball
431,746418,657077,661527,44,Sweeper,Changeup
432,746418,519317,664285,41,Sinker,Curveball
433,746418,665742,664285,39,Curveball,Curveball
434,746418,665828,664285,37,Curveball,Curveball
435,746418,514888,641482,35,Four-seam Fastball,Sweeper
436,746418,665828,664285,21,Sinker,Sinker
437,746418,670541,641482,19,Sweeper,Cutter
438,746418,676694,641482,17,Cutter,Four-seam Fastball
439,746418,624431,664285,16,Curveball,Sinker
440,746418,673237,641482,10,Four-seam Fastball,Four-seam Fastball
441,746418,676801,641482,9,Cutter,Four-seam Fastball
442,746418,663656,641482,6,Four-seam Fastball,Four-seam Fastball
443,746335,686469,643377,72,Changeup,Four-seam Fastball
444,746335,666397,608717,67,Slider,Changeup
445,746335,666135,608717,64,Four-seam Fastball,Four-seam Fastball
446,746335,664728,592779,62,Cutter,Cutter
447,746335,676369,592779,61,Cutter,Sinker
448,746335,624428,592779,60,Sweeper,Cutter
449,746335,650489,672582,59,Slider,Changeup
450,746335,571657,672582,58,Slider,Slider
451,746335,592669,641154,54,Four-seam Fastball,Four-seam Fastball
452,746335,669004,641154,53,Four-seam Fastball,Changeup
453,746335,680777,623433,50,Curveball,Curveball
454,746335,666135,623433,48,Curveball,Curveball
455,746335,686469,641154,47,Four-seam Fastball,Four-seam Fastball
456,746335,677951,641154,46,Four-seam Fastball,Four-seam Fastball
457,746335,664728,641154,40,Four-seam Fastball,Changeup
458,746335,680777,666142,35,Four-seam Fastball,Four-seam Fastball
459,746335,592669,641154,33,Four-seam Fastball,Sinker
460,746335,521692,641154,31,Four-seam Fastball,Sinker
461,746335,650489,666142,29,Cutter,Changeup
462,746335,571657,666142,28,Cutter,Cutter
463,746335,664728,641154,24,Changeup,Curveball
464,746335,467793,666142,22,Cutter,Changeup
465,746335,668904,666142,20,Cutter,Changeup
466,746335,650489,666142,12,Changeup,Cutter
467,746335,571657,666142,11,Four-seam Fastball,Four-seam Fastball
468,746335,686469,641154,8,Changeup,Changeup
469,746335,672580,641154,6,Four-seam Fastball,Sweeper
470,746335,467793,666142,5,Changeup,Knuckle-curve
471,746165,571448,642232,67,Changeup,Cutter
472,746165,669357,642232,66,Sinker,Curveball
473,746165,500743,669461,64,Slider,Changeup
474,746165,571771,669461,63,Four-seam Fastball,Four-seam Fastball
475,746165,680977,642232,61,Sinker,Curveball
476,746165,687363,642232,59,Curveball,Changeup
477,746165,669257,676617,56,Sinker,Sinker
478,746165,518692,676617,55,Curveball,Curveball
479,746165,660271,676617,54,Sinker,Slider
480,746165,676475,642232,51,Four-seam Fastball,Sinker
481,746165,502671,607192,42,Four-seam Fastball,Slider
482,746165,669257,669467,41,Sinker,Slider
483,746165,518692,669467,40,Four-seam Fastball,Four-seam Fastball
484,746165,691026,607192,36,Slider,Slider
485,746165,571448,607192,28,Slider,Curveball
486,746165,502671,607192,26,Four-seam Fastball,Slider
487,746165,606192,571945,25,Slider,Sinker
488,746165,571970,571945,24,Curveball,Four-seam Fastball
489,746165,518792,571945,15,Slider,Slider
490,746165,676475,607192,12,Four-seam Fastball,Slider
491,746165,518692,571945,7,Slider,Slider
492,746165,605141,571945,5,Four-seam Fastball,Slider
493,746165,669357,607192,3,Sinker,Sinker
494,746165,680977,607192,1,Four-seam Fastball,Four-seam Fastball
495,746089,605137,669796,99,Four-seam Fastball,Slider
496,746089,650333,669796,98,Slider,Slider
497,746089,669707,686539,97,Slider,Slider
498,746089,680779,686539,95,Slider,Sinker
499,746089,457705,686539,94,Sinker,Slider
500,746089,641313,682847,91,Slider,Sinker
501,746089,663647,686539,90,Sinker,Slider
502,746089,541645,682847,87,Slider,Slider
503,746089,650333,547973,78,Slider,Slider
504,746089,457705,656945,76,Slider,Slider
505,746089,656582,656945,73,Slider,Four-seam Fastball
506,746089,663743,621366,72,Changeup,Slider
507,746089,572191,664350,69,Cutter,Four-seam Fastball
508,746089,541645,621366,65,Sinker,Slider
509,746089,668804,669622,57,Sweeper,Sweeper
510,746089,624503,656605,51,Cutter,Cutter
511,746089,641313,656605,50,Sinker,Sweeper
512,746089,669707,677053,49,Slider,Slider
513,746089,665833,677053,48,Four-seam Fastball,Slider
514,746089,680779,666277,47,Four-seam Fastball,Changeup
515,746089,457705,666277,46,Four-seam Fastball,Slider
516,746089,665862,656605,41,Changeup,Cutter
517,746089,650559,656605,40,Four-seam Fastball,Cutter
518,746089,669707,666200,32,Slider,Four-seam Fastball
519,746089,665833,666200,31,Slider,Four-seam Fastball
520,746089,680779,666200,30,Changeup,Four-seam Fastball
521,746089,660821,656605,28,Four-seam Fastball,Four-seam Fastball
522,746089,669394,656605,27,Sweeper,Sweeper
523,746089,665862,656605,26,Four-seam Fastball,Four-seam Fastball
524,746089,650559,656605,25,Four-seam Fastball,Four-seam Fastball
525,746089,605137,656605,24,Cutter,Four-seam Fastball
526,746089,457705,666200,23,Four-seam Fastball,Four-seam Fastball
527,746089,663647,666200,22,Four-seam Fastball,Changeup
528,746089,668804,666200,21,Four-seam Fastball,Slider
529,746089,572191,666200,19,Four-seam Fastball,Four-seam Fastball
530,746089,642133,666200,11,Four-seam Fastball,Slider
531,746089,457705,666200,4,Four-seam Fastball,Four-seam Fastball
532,746089,668804,666200,2,Four-seam Fastball,Slider
533,745687,668709,680704,72,Splitter,Slider
534,745687,657656,547184,67,Four-seam Fastball,Four-seam Fastball
535,745687,681807,547184,57,Four-seam Fastball,Sweeper
536,745687,605204,669212,54,Slider,Changeup
537,745687,657656,519008,52,Sweeper,Changeup
538,745687,680757,519008,50,Sweeper,Sweeper
539,745687,667670,669456,49,Changeup,Four-seam Fastball
540,745687,676116,669456,46,Four-seam Fastball,Knuckle-curve
541,745687,595978,666205,44,Changeup,Changeup
542,745687,605204,669456,39,Four-seam Fastball,Changeup
543,745687,671289,666205,38,Four-seam Fastball,Slider
544,745687,681807,666205,37,Curveball,Four-seam Fastball
545,745687,667670,669456,33,Slider,Four-seam Fastball
