,game_pk,batter,pitcher,at_bat_number,pitch_type_leading,pitch_type_in_one_one
25765,745575,502671,624133,3,Sinker,Changeup
25766,745332,656305,605280,67,Slider,Sinker
25767,745332,669224,678495,65,Changeup,Changeup
25768,745332,527038,592454,62,Changeup,Slider
25769,745332,519203,676254,60,Slider,Sinker
25770,745332,519317,676254,59,Slider,Sinker
25771,745332,683011,676254,55,Sinker,Sinker
25772,745332,689172,657571,54,Four-seam Fastball,Cutter
25773,745332,624585,657571,52,Cutter,Four-seam Fastball
25774,745332,518934,657277,49,Sinker,Sinker
25775,745332,650402,657277,47,Sweeper,Sinker
25776,745332,656305,641656,46,Four-seam Fastball,Slider
25777,745332,672275,641656,45,Sinker,Slider
25778,745332,527038,641656,44,Slider,Slider
25779,745332,519203,657277,43,Sinker,Sinker
25780,745332,669477,547001,38,Sweeper,Sweeper
25781,745332,665742,657277,34,Sinker,Changeup
25782,745332,518934,657277,32,Sinker,Sinker
25783,745332,573262,547001,31,Changeup,Four-seam Fastball
25784,745332,656305,547001,30,Sweeper,Sweeper
25785,745332,672275,547001,29,Sinker,Changeup
25786,745332,527038,547001,25,Sinker,Sweeper
25787,745332,670092,547001,21,Four-seam Fastball,Changeup
25788,745332,519317,657277,20,Changeup,Sweeper
25789,745332,665742,657277,17,Changeup,Changeup
25790,745332,671218,547001,14,Sinker,Sweeper
25791,745332,573262,547001,13,Sinker,Changeup
25792,745332,656305,547001,12,Four-seam Fastball,Four-seam Fastball
25793,745332,682641,547001,6,Four-seam Fastball,Sinker
25794,745332,519317,657277,5,Sinker,Sweeper
25795,745332,592450,657277,3,Sinker,Changeup
25796,745332,665742,657277,2,Changeup,Changeup
25797,745332,683011,657277,1,Sinker,Sweeper
25798,745251,607680,669912,72,Changeup,Changeup
25799,745251,686527,657061,67,Fastball,Eephus
25800,745251,641645,657508,63,Four-seam Fastball,Four-seam Fastball
25801,745251,666176,657508,61,Four-seam Fastball,Four-seam Fastball
25802,745251,641432,608723,55,Cutter,Curveball
25803,745251,664034,672710,53,Four-seam Fastball,Slider
25804,745251,663728,672710,52,Four-seam Fastball,Four-seam Fastball
25805,745251,664238,672710,50,Four-seam Fastball,Slider
25806,745251,641487,608334,49,Changeup,Changeup
25807,745251,669208,608334,48,Changeup,Sinker
25808,745251,621493,682243,46,Sweeper,Sinker
25809,745251,666160,682243,45,Four-seam Fastball,Four-seam Fastball
25810,745251,571745,608334,42,Sinker,Slider
25811,745251,687263,682243,37,Slider,Sinker
25812,745251,664238,608334,35,Changeup,Slider
25813,745251,641487,672282,34,Slider,Four-seam Fastball
25814,745251,571745,672282,30,Four-seam Fastball,Curveball
25815,745251,663728,672282,25,Changeup,Changeup
25816,745251,677594,672282,24,Four-seam Fastball,Four-seam Fastball
25817,745251,664238,672282,23,Curveball,Changeup
25818,745251,641645,682243,17,Sweeper,Splitter
25819,745251,670042,672282,16,Four-seam Fastball,Curveball
25820,745251,641598,672282,15,Changeup,Slider
25821,745251,571745,672282,14,Four-seam Fastball,Curveball
25822,745251,687263,682243,13,Slider,Sinker
25823,745251,621493,682243,3,Four-seam Fastball,Sweeper
25824,745251,666160,682243,2,Four-seam Fastball,Four-seam Fastball
25825,744932,596129,682847,71,Slider,Cutter
25826,744932,668804,663893,68,Knuckle-curve,Cutter
25827,744932,518735,647315,61,Sinker,Cutter
25828,744932,663647,647315,59,Sinker,Sinker
25829,744932,668804,621114,53,Slider,Four-seam Fastball
25830,744932,543807,656605,52,Slider,Sinker
25831,744932,665489,656605,49,Four-seam Fastball,Sweeper
25832,744932,693304,579328,43,Curveball,Curveball
25833,744932,663647,579328,42,Four-seam Fastball,Changeup
25834,744932,676914,656605,41,Slider,Sweeper
25835,744932,672386,656605,39,Slider,Sinker
25836,744932,656582,579328,37,Slider,Four-seam Fastball
25837,744932,668804,579328,36,Changeup,Changeup
25838,744932,457705,579328,35,Four-seam Fastball,Four-seam Fastball
25839,744932,669707,579328,33,Four-seam Fastball,Four-seam Fastball
25840,744932,643396,656605,32,Cutter,Slider
25841,744932,663647,579328,27,Four-seam Fastball,Four-seam Fastball
25842,744932,666182,656605,26,Slider,Sinker
25843,744932,665489,656605,25,Sinker,Cutter
25844,744932,668804,579328,20,Four-seam Fastball,Curveball
25845,744932,624415,656605,19,Cutter,Four-seam Fastball
25846,744932,643396,656605,17,Sinker,Four-seam Fastball
25847,744932,518735,579328,12,Curveball,Four-seam Fastball
25848,744932,596129,656605,11,Cutter,Four-seam Fastball
25849,744932,665489,656605,9,Sinker,Cutter
25850,744932,676914,656605,7,Four-seam Fastball,Cutter
25851,744932,693304,579328,6,Four-seam Fastball,Four-seam Fastball
25852,744932,668804,579328,2,Four-seam Fastball,Curveball
25853,747110,680474,628452,72,Slider,Slider
25854,747110,668832,628452,71,Changeup,Changeup
25855,747110,621566,666204,64,Slider,Slider
25856,747110,606115,613534,56,Four-seam Fastball,Slider
25857,747110,594807,613534,53,Four-seam Fastball,Slider
25858,747110,605204,669276,50,Four-seam Fastball,Changeup
25859,747110,542303,665622,45,Curveball,Curveball
25860,747110,667670,450203,41,Curveball,Changeup
25861,747110,668709,450203,40,Changeup,Four-seam Fastball
25862,747110,647351,450203,38,Curveball,Changeup
25863,747110,669221,665622,36,Slider,Sinker
25864,747110,672284,665622,35,Changeup,Four-seam Fastball
25865,747110,691016,450203,32,Cutter,Curveball
25866,747110,680474,450203,31,Four-seam Fastball,Cutter
25867,747110,668832,450203,30,Curveball,Changeup
25868,747110,645277,665622,29,Four-seam Fastball,Four-seam Fastball
25869,747110,647351,450203,18,Sinker,Changeup
25870,747110,667670,450203,9,Changeup,Cutter
25871,747110,645277,665622,8,Changeup,Changeup
25872,747110,621566,665622,7,Four-seam Fastball,Slider
25873,747110,542303,665622,6,Four-seam Fastball,Slider
25874,747110,609280,450203,2,Sinker,Changeup
25875,747030,656811,664126,83,Slider,Four-seam Fastball
25876,747030,676059,664126,82,Four-seam Fastball,Slider
25877,747030,668939,664076,75,Sweeper,Cutter
25878,747030,683002,664076,74,Cutter,Sinker
25879,747030,543510,664076,73,Cutter,Sweeper
25880,747030,666018,543056,71,Four-seam Fastball,Four-seam Fastball
25881,747030,676609,622253,70,Sinker,Sweeper
25882,747030,642708,622253,67,Sinker,Sinker
25883,747030,668227,622253,59,Sweeper,Sweeper
25884,747030,656577,608344,57,Changeup,Sinker
25885,747030,602104,641793,52,Splitter,Slider
25886,747030,656775,641793,51,Slider,Slider
25887,747030,676356,608344,50,Curveball,Changeup
25888,747030,676059,641793,45,Sinker,Sweeper
25889,747030,668227,608344,42,Four-seam Fastball,Sinker
25890,747030,676609,608344,39,Four-seam Fastball,Sinker
25891,747030,683002,641793,35,Four-seam Fastball,Slider
25892,747030,602104,641793,33,Four-seam Fastball,Sinker
25893,747030,656775,641793,32,Four-seam Fastball,Splitter
25894,747030,623912,608344,27,Cutter,Curveball
25895,747030,663624,641793,23,Four-seam Fastball,Slider
25896,747030,683002,641793,21,Four-seam Fastball,Splitter
25897,747030,650490,608344,19,Changeup,Curveball
25898,747030,622761,641793,15,Sweeper,Splitter
25899,747030,670623,608344,4,Cutter,Changeup
25900,746953,643265,605177,89,Sinker,Sinker
25901,746953,646240,605177,87,Sinker,Slider
25902,746953,608348,592155,85,Sweeper,Four-seam Fastball
25903,746953,595879,592155,84,Four-seam Fastball,Four-seam Fastball
25904,746953,668670,592155,83,Sweeper,Four-seam Fastball
25905,746953,628451,592155,81,Four-seam Fastball,Cutter
25906,746953,592192,592155,80,Cutter,Cutter
25907,746953,642197,605177,78,Slider,Slider
25908,746953,608348,445276,70,Cutter,Cutter
25909,746953,665839,656412,68,Changeup,Changeup
25910,746953,678882,663947,59,Changeup,Four-seam Fastball
25911,746953,690993,686580,58,Cutter,Sweeper
25912,746953,672761,686580,56,Cutter,Four-seam Fastball
25913,746953,663837,678394,54,Changeup,Sinker
25914,746953,608348,678394,53,Sinker,Slider
25915,746953,624512,663947,52,Sinker,Sinker
25916,746953,643265,663947,51,Cutter,Changeup
25917,746953,570482,678394,47,Sinker,Sinker
25918,746953,592192,678394,45,Slider,Sinker
25919,746953,677800,663947,41,Sinker,Sweeper
25920,746953,682985,678394,40,Changeup,Changeup
25921,746953,668731,678394,36,Sinker,Changeup
25922,746953,592192,678394,29,Changeup,Sinker
25923,746953,672761,678394,28,Sinker,Slider
25924,746953,665839,663554,25,Splitter,Slider
25925,746953,646240,663554,24,Four-seam Fastball,Knuckle-curve
25926,746953,682985,678394,22,Slider,Changeup
25927,746953,677800,663554,19,Four-seam Fastball,Slider
25928,746953,666152,663554,17,Knuckle-curve,Splitter
25929,746953,678882,663554,16,Four-seam Fastball,Splitter
25930,746953,665839,663554,10,Splitter,Slider
25931,746953,646240,663554,9,Slider,Slider
25932,746953,690993,678394,5,Changeup,Sinker
25933,746871,673548,664747,76,Four-seam Fastball,Four-seam Fastball
25934,746871,691718,664747,74,Four-seam Fastball,Slider
25935,746871,683737,664747,73,Four-seam Fastball,Slider
25936,746871,670770,543294,71,Changeup,Four-seam Fastball
25937,746871,621020,607259,67,Sinker,Curveball
25938,746871,643565,607259,65,Cutter,Changeup
25939,746871,600869,543294,61,Curveball,Sinker
25940,746871,666624,607259,60,Changeup,Four-seam Fastball
25941,746871,670770,543294,55,Sinker,Changeup
25942,746871,666181,543294,54,Four-seam Fastball,Changeup
25943,746871,621020,666157,50,Four-seam Fastball,Four-seam Fastball
25944,746871,663886,592767,46,Knuckle-curve,Knuckle-curve
25945,746871,641584,592767,45,Sinker,Sinker
25946,746871,663538,666157,41,Curveball,Curveball
25947,746871,668715,676962,39,Knuckle-curve,Four-seam Fastball
25948,746871,600869,676962,38,Knuckle-curve,Changeup
25949,746871,623520,666157,36,Four-seam Fastball,Curveball
25950,746871,674441,676962,29,Four-seam Fastball,Knuckle-curve
25951,746871,673548,666157,26,Four-seam Fastball,Changeup
25952,746871,663538,666157,25,Curveball,Curveball
25953,746871,668715,676962,21,Four-seam Fastball,Knuckle-curve
25954,746871,600869,676962,20,Knuckle-curve,Four-seam Fastball
25955,746871,621020,666157,18,Four-seam Fastball,Changeup
25956,746871,682829,676962,16,Four-seam Fastball,Four-seam Fastball
25957,746871,663697,676962,13,Knuckle-curve,Four-seam Fastball
25958,746871,621550,666157,9,Four-seam Fastball,Four-seam Fastball
25959,746871,668715,676962,4,Four-seam Fastball,Four-seam Fastball
25960,746871,682829,676962,2,Four-seam Fastball,Four-seam Fastball
25961,746632,545121,658648,66,Four-seam Fastball,Four-seam Fastball
25962,746632,608841,658648,64,Curveball,Sinker
25963,746632,592696,658648,63,Four-seam Fastball,Four-seam Fastball
25964,746632,669222,682120,58,Four-seam Fastball,Four-seam Fastball
25965,746632,660688,682120,57,Curveball,Curveball
25966,746632,672356,676395,53,Changeup,Four-seam Fastball
25967,746632,657041,680704,51,Four-seam Fastball,Splitter
25968,746632,647304,663623,48,Curveball,Curveball
25969,746632,608070,663623,47,Cutter,Changeup
25970,746632,608336,656529,46,Slider,Four-seam Fastball
25971,746632,608841,656529,45,Curveball,Four-seam Fastball
25972,746632,671289,663623,43,Sinker,Sinker
25973,746632,666310,663623,36,Cutter,Curveball
25974,746632,672356,663623,35,Curveball,Sinker
25975,746632,671277,471911,32,Curveball,Sinker
25976,746632,657041,471911,31,Slider,Sweeper
25977,746632,608336,471911,29,Four-seam Fastball,Four-seam Fastball
25978,746632,608070,663623,27,Cutter,Curveball
25979,746632,680757,663623,25,Curveball,Cutter
25980,746632,592696,471911,24,Changeup,Changeup
25981,746632,677587,663623,20,Four-seam Fastball,Curveball
25982,746632,672356,663623,17,Curveball,Curveball
25983,746632,657041,471911,13,Slider,Four-seam Fastball
25984,746632,592696,471911,9,Four-seam Fastball,Four-seam Fastball
25985,746632,660688,471911,7,Changeup,Changeup
25986,746383,572138,661395,71,Splitter,Splitter
25987,746383,676694,643377,64,Sweeper,Changeup
25988,746383,663616,519151,58,Changeup,Four-seam Fastball
25989,746383,670541,595345,57,Sinker,Sinker
25990,746383,663656,595345,55,Slider,Slider
25991,746383,605170,660896,52,Changeup,Changeup
25992,746383,666135,650556,49,Slider,Slider
25993,746383,650489,650556,48,Slider,Slider
25994,746383,670541,573204,44,Four-seam Fastball,Four-seam Fastball
25995,746383,621439,686613,43,Four-seam Fastball,Sinker
25996,746383,596146,686613,42,Changeup,Changeup
25997,746383,663616,686613,36,Four-seam Fastball,Changeup
25998,746383,666397,686613,35,Knuckle-curve,Changeup
25999,746383,547989,680573,32,Slider,Slider
26000,746383,643289,680573,30,Four-seam Fastball,Slider
26001,746383,650489,686613,28,Knuckle-curve,Cutter
26002,746383,665161,680573,25,Changeup,Four-seam Fastball
26003,746383,670541,680573,24,Changeup,Four-seam Fastball
26004,746383,669304,686613,20,Knuckle-curve,Sinker
26005,746383,663616,686613,18,Changeup,Four-seam Fastball
26006,746383,608324,680573,6,Four-seam Fastball,Curveball
26007,746383,596146,686613,4,Changeup,Changeup
26008,746383,680777,686613,2,Sinker,Cutter
26009,746383,663616,686613,1,Four-seam Fastball,Four-seam Fastball
26010,746301,676369,673513,69,Splitter,Slider
26011,746301,642180,694361,66,Curveball,Four-seam Fastball
26012,746301,640492,694361,65,Four-seam Fastball,Four-seam Fastball
26013,746301,677951,660853,63,Four-seam Fastball,Slider
26014,746301,641658,660853,61,Slider,Four-seam Fastball
26015,746301,630105,663704,58,Curveball,Sinker
26016,746301,456781,663704,57,Sinker,Slider
26017,746301,595777,672582,55,Four-seam Fastball,Slider
26018,746301,642180,672582,53,Sinker,Sinker
26019,746301,679845,650633,51,Sinker,Sinker
26020,746301,624428,650633,50,Changeup,Changeup
26021,746301,640492,670167,47,Four-seam Fastball,Sweeper
26022,746301,673490,670167,45,Sinker,Sweeper
26023,746301,677951,650633,44,Slider,Four-seam Fastball
26024,746301,641658,650633,42,Sweeper,Sweeper
26025,746301,630105,666142,41,Four-seam Fastball,Four-seam Fastball
26026,746301,456781,666142,40,Changeup,Four-seam Fastball
26027,746301,592518,666142,39,Four-seam Fastball,Cutter
26028,746301,665487,666142,37,Changeup,Cutter
26029,746301,666023,650633,36,Sweeper,Changeup
26030,746301,669004,650633,35,Changeup,Sinker
26031,746301,624428,650633,33,Slider,Sinker
26032,746301,673490,666142,29,Changeup,Four-seam Fastball
26033,746301,677951,650633,26,Sinker,Sinker
26034,746301,672580,650633,25,Sinker,Sweeper
26035,746301,669004,650633,18,Sweeper,Four-seam Fastball
26036,746301,665487,666142,17,Four-seam Fastball,Four-seam Fastball
26037,746301,679845,650633,14,Sweeper,Sweeper
26038,746301,624428,650633,13,Sinker,Changeup
26039,746301,669134,666142,11,Changeup,Four-seam Fastball
26040,746301,673490,666142,10,Changeup,Four-seam Fastball
26041,746301,630105,666142,9,Slider,Changeup
26042,746301,686469,650633,7,Sweeper,Changeup
26043,746301,665487,666142,2,Cutter,Changeup
26044,746141,663898,543339,71,Slider,Four-seam Fastball
26045,746141,518692,683627,68,Four-seam Fastball,Changeup
26046,746141,605141,683627,66,Slider,Four-seam Fastball
26047,746141,571771,683627,60,Slider,Slider
26048,746141,696100,675627,57,Slider,Slider
26049,746141,607732,675627,56,Slider,Slider
26050,746141,605141,663567,51,Sinker,Four-seam Fastball
26051,746141,571771,663567,45,Four-seam Fastball,Four-seam Fastball
26052,746141,500743,663567,44,Slider,Sinker
26053,746141,678662,694813,42,Four-seam Fastball,Four-seam Fastball
26054,746141,453568,694813,41,Changeup,Four-seam Fastball
26055,746141,606192,663567,37,Four-seam Fastball,Four-seam Fastball
26056,746141,518692,663567,36,Changeup,Changeup
26057,746141,592178,694813,31,Slider,Slider
26058,746141,663898,694813,30,Slider,Slider
26059,746141,681624,596295,25,Four-seam Fastball,Four-seam Fastball
26060,746141,605141,596295,18,Four-seam Fastball,Four-seam Fastball
26061,746141,678246,596295,16,Four-seam Fastball,Knuckle-curve
26062,746141,686668,694813,13,Sinker,Slider
26063,746141,681624,596295,9,Four-seam Fastball,Changeup
26064,746141,606192,596295,8,Four-seam Fastball,Changeup
26065,746141,660271,596295,6,Slider,Slider
26066,746141,605141,596295,5,Four-seam Fastball,Slider
26067,746061,665862,681982,72,Changeup,Slider
26068,746061,605137,681982,71,Four-seam Fastball,Changeup
26069,746061,669394,681982,70,Sinker,Sinker
26070,746061,665750,572143,65,Curveball,Four-seam Fastball
26071,746061,663993,572143,64,Four-seam Fastball,Curveball
26072,746061,667472,502085,61,Cutter,Cutter
26073,746061,641680,686539,58,Sinker,Slider
26074,746061,641313,656641,55,Changeup,Four-seam Fastball
26075,746061,543760,640462,49,Sweeper,Changeup
26076,746061,665750,640462,48,Four-seam Fastball,Changeup
26077,746061,669394,571760,46,Four-seam Fastball,Four-seam Fastball
26078,746061,650559,571760,45,Changeup,Changeup
26079,746061,667472,571760,44,Slider,Four-seam Fastball
26080,746061,663743,571760,43,Changeup,Four-seam Fastball
26081,746061,694671,669432,41,Slider,Four-seam Fastball
26082,746061,641680,669432,40,Slider,Changeup
26083,746061,641313,571760,38,Four-seam Fastball,Slider
26084,746061,656896,571760,36,Four-seam Fastball,Slider
26085,746061,543257,669432,35,Sinker,Changeup
26086,746061,608369,669432,34,Changeup,Slider
26087,746061,665862,571760,31,Slider,Four-seam Fastball
26088,746061,605137,571760,30,Four-seam Fastball,Changeup
26089,746061,669394,571760,29,Changeup,Four-seam Fastball
26090,746061,663743,571760,23,Four-seam Fastball,Changeup
26091,746061,641313,571760,22,Four-seam Fastball,Changeup
26092,746061,672640,571760,21,Slider,Changeup
26093,746061,666969,669432,19,Four-seam Fastball,Four-seam Fastball
26094,746061,656896,571760,17,Four-seam Fastball,Slider
26095,746061,605137,571760,15,Changeup,Changeup
26096,746061,665750,669432,12,Changeup,Changeup
26097,746061,650559,571760,8,Changeup,Four-seam Fastball
26098,746061,608369,669432,2,Four-seam Fastball,Changeup
26099,746061,543760,669432,1,Changeup,Four-seam Fastball
26100,745984,686676,660600,70,Four-seam Fastball,Sinker
26101,745984,642715,657612,62,Sinker,Sinker
26102,745984,592885,657612,61,Sinker,Sinker
26103,745984,686676,643361,49,Changeup,Cutter
26104,745984,641343,621383,48,Four-seam Fastball,Four-seam Fastball
26105,745984,592885,621383,41,Curveball,Sinker
26106,745984,668930,621383,39,Curveball,Sinker
26107,745984,670032,642547,38,Changeup,Slider
26108,745984,502054,642547,37,Slider,Slider
26109,745984,596142,680897,34,Four-seam Fastball,Slider
26110,745984,641343,680897,33,Curveball,Curveball
26111,745984,693049,642547,30,Changeup,Changeup
26112,745984,641343,680897,17,Changeup,Slider
26113,745984,687401,680897,16,Four-seam Fastball,Four-seam Fastball
26114,745984,686217,680897,15,Slider,Slider
26115,745984,666150,642547,12,Changeup,Changeup
26116,745984,686676,642547,6,Four-seam Fastball,Four-seam Fastball
26117,745984,657557,642547,5,Four-seam Fastball,Slider
26118,745984,502054,642547,1,Four-seam Fastball,Four-seam Fastball
26119,745813,668901,623149,74,Four-seam Fastball,Four-seam Fastball
26120,745813,664056,623149,73,Sweeper,Four-seam Fastball
26121,745813,664983,656887,71,Four-seam Fastball,Four-seam Fastball
26122,745813,606466,518617,67,Sweeper,Four-seam Fastball
26123,745813,621028,493603,62,Sweeper,Cutter
26124,745813,620443,679885,59,Sinker,Sinker
26125,745813,572233,657585,55,Sweeper,Splitter
26126,745813,606466,664849,48,Sinker,Sinker
26127,745813,620443,694297,43,Sweeper,Sweeper
26128,745813,677942,673380,42,Slider,Slider
26129,745813,545341,673380,40,Slider,Slider
26130,745813,666971,500779,35,Sinker,Changeup
26131,745813,682998,500779,34,Sinker,Slurve
26132,745813,607043,694297,27,Sweeper,Sweeper
26133,745813,643446,694297,23,Four-seam Fastball,Four-seam Fastball
26134,745813,666971,500779,18,Sinker,Sinker
26135,745813,606466,500779,13,Changeup,Changeup
26136,745813,571466,500779,12,Slurve,Sinker
26137,745813,677942,500779,10,Four-seam Fastball,Changeup
26138,745813,553993,500779,9,Four-seam Fastball,Four-seam Fastball
26139,745813,607043,694297,8,Sweeper,Sinker
26140,745813,596019,694297,6,Sweeper,Four-seam Fastball
26141,745813,666971,500779,3,Changeup,Changeup
26142,745813,606466,500779,1,Sinker,Curveball
26143,745572,592206,664854,84,Four-seam Fastball,Slider
26144,745572,665506,664854,83,Slider,Slider
26145,745572,571448,642397,80,Slider,Slider
26146,745572,669357,642397,79,Sinker,Sinker
26147,745572,502671,642397,78,Slider,Sinker
26148,745572,676475,642397,77,Sinker,Slider
26149,745572,656941,667463,74,Slider,Slider
26150,745572,691026,621237,73,Sinker,Sinker
26151,745572,679032,552640,70,Sinker,Slider
26152,745572,669016,552640,66,Sinker,Four-seam Fastball
26153,745572,572761,656546,64,Slider,Splitter
26154,745572,571448,656546,63,Slider,Sinker
26155,745572,681082,668941,58,Sinker,Slider
26156,745572,676475,689147,57,Sweeper,Sweeper
26157,745572,672279,689147,55,Sweeper,Sweeper
26158,745572,679032,681676,53,Four-seam Fastball,Slider
26159,745572,593160,681676,51,Four-seam Fastball,Slider
26160,745572,592206,681676,50,Slider,Slider
26161,745572,666185,621381,49,Four-seam Fastball,Cutter
26162,745572,671056,621381,48,Four-seam Fastball,Cutter
26163,745572,664761,669461,45,Four-seam Fastball,Cutter
26164,745572,571448,592836,39,Sweeper,Sinker
26165,745572,669016,458681,33,Sinker,Sinker
26166,745572,691026,592836,32,Sinker,Sweeper
26167,745572,672279,592836,31,Sinker,Splitter
26168,745572,671056,592836,29,Sinker,Sinker
26169,745572,664761,458681,28,Four-seam Fastball,Four-seam Fastball
26170,745572,547180,458681,27,Cutter,Four-seam Fastball
26171,745572,681082,458681,26,Changeup,Cutter
26172,745572,572761,592836,25,Curveball,Sweeper
26173,745572,571448,592836,24,Splitter,Sinker
26174,745572,676475,592836,21,Sweeper,Four-seam Fastball
26175,745572,656941,458681,19,Cutter,Four-seam Fastball
26176,745572,596117,458681,17,Four-seam Fastball,Curveball
26177,745572,669016,458681,14,Four-seam Fastball,Four-seam Fastball
26178,745572,672279,592836,13,Sweeper,Splitter
26179,745572,671056,592836,11,Sweeper,Sweeper
26180,745572,681082,458681,7,Four-seam Fastball,Changeup
26181,745572,571448,592836,5,Sinker,Sweeper
26182,745572,502671,592836,3,Sweeper,Splitter
26183,745330,656305,605280,83,Slider,Sinker
26184,745330,527038,605280,82,Slider,Sinker
26185,745330,689172,605280,81,Sinker,Sinker
26186,745330,518934,666808,79,Slider,Cutter
26187,745330,519317,666808,77,Sinker,Sinker
26188,745330,592450,666808,76,Slider,Cutter
26189,745330,650402,666808,72,Cutter,Slider
26190,745330,592200,543859,70,Four-seam Fastball,Slider
26191,745330,518934,643511,67,Sinker,Sinker
26192,745330,682641,543859,64,Four-seam Fastball,Four-seam Fastball
26193,745330,656305,543859,62,Four-seam Fastball,Four-seam Fastball
26194,745330,671218,641482,43,Four-seam Fastball,Four-seam Fastball
26195,745330,657077,669062,41,Four-seam Fastball,Four-seam Fastball
26196,745330,592450,605483,39,Slider,Four-seam Fastball
26197,745330,683011,605483,37,Curveball,Changeup
26198,745330,592200,641482,35,Four-seam Fastball,Sweeper
26199,745330,669477,641482,33,Four-seam Fastball,Changeup
26200,745330,682641,641482,32,Four-seam Fastball,Four-seam Fastball
26201,745330,650402,605483,31,Curveball,Four-seam Fastball
26202,745330,518934,605483,29,Four-seam Fastball,Curveball
26203,745330,624585,641482,28,Changeup,Four-seam Fastball
26204,745330,671218,641482,24,Four-seam Fastball,Cutter
26205,745330,657077,605483,23,Four-seam Fastball,Slider
26206,745330,666149,641482,18,Cutter,Four-seam Fastball
26207,745330,656305,641482,14,Cutter,Four-seam Fastball
26208,745330,683011,605483,13,Curveball,Four-seam Fastball
26209,745330,519203,605483,10,Four-seam Fastball,Slider
26210,745330,527038,641482,8,Cutter,Four-seam Fastball
26211,745330,689172,641482,7,Sweeper,Four-seam Fastball
26212,745330,657077,605483,5,Slider,Slider
26213,745330,665742,605483,2,Slider,Four-seam Fastball
26214,745330,683011,605483,1,Four-seam Fastball,Four-seam Fastball
26215,745252,666176,657508,70,Four-seam Fastball,Four-seam Fastball
26216,745252,607680,657508,68,Slider,Four-seam Fastball
26217,745252,670042,472610,63,Splitter,Sinker
26218,745252,641487,519043,58,Four-seam Fastball,Changeup
26219,745252,666160,592773,56,Four-seam Fastball,Four-seam Fastball
26220,745252,677347,592773,54,Splitter,Four-seam Fastball
26221,745252,669208,519326,53,Cutter,Cutter
26222,745252,664034,656288,49,Four-seam Fastball,Four-seam Fastball
26223,745252,687263,622491,48,Changeup,Slider
26224,745252,666176,622491,47,Sinker,Four-seam Fastball
26225,745252,681351,622491,46,Slider,Slider
26226,745252,607680,622491,42,Slider,Four-seam Fastball
26227,745252,621493,622491,40,Slider,Four-seam Fastball
26228,745252,641487,656288,39,Four-seam Fastball,Changeup
26229,745252,666160,622491,36,Four-seam Fastball,Four-seam Fastball
26230,745252,641598,656288,32,Slider,Slider
26231,745252,670042,656288,31,Curveball,Changeup
26232,745252,666176,622491,28,Four-seam Fastball,Four-seam Fastball
26233,745252,681351,622491,27,Changeup,Slider
26234,745252,621493,622491,24,Four-seam Fastball,Four-seam Fastball
26235,745252,677594,656288,23,Changeup,Changeup
26236,745252,668942,656288,22,Changeup,Changeup
26237,745252,641487,656288,21,Curveball,Slider
26238,745252,686527,656288,15,Changeup,Changeup
26239,745252,666176,622491,11,Four-seam Fastball,Four-seam Fastball
26240,745252,681351,622491,10,Sinker,Changeup
26241,745252,677594,656288,7,Four-seam Fastball,Four-seam Fastball
26242,745252,668942,656288,6,Changeup,Four-seam Fastball
26243,745252,641487,656288,5,Four-seam Fastball,Changeup
26244,745252,641432,622491,4,Four-seam Fastball,Four-seam Fastball
26245,745252,621493,622491,3,Slider,Four-seam Fastball
26246,744929,642133,554340,79,Changeup,Four-seam Fastball
26247,744929,693304,554340,78,Four-seam Fastball,Curveball
26248,744929,663647,554340,77,Sinker,Sinker
26249,744929,662139,693312,74,Four-seam Fastball,Four-seam Fastball
26250,744929,543807,693312,73,Four-seam Fastball,Four-seam Fastball
26251,744929,457759,693312,72,Four-seam Fastball,Four-seam Fastball
26252,744929,668804,663878,70,Four-seam Fastball,Slider
26253,744929,457705,663878,69,Slider,Slider
26254,744929,596129,669387,67,Four-seam Fastball,Slider
26255,744929,666182,669387,66,Four-seam Fastball,Sweeper
26256,744929,678225,670950,64,Changeup,Changeup
26257,744929,642133,670950,63,Changeup,Changeup
26258,744929,693304,670950,62,Four-seam Fastball,Changeup
26259,744929,643376,676702,61,Cutter,Cutter
26260,744929,663647,643338,56,Slider,Four-seam Fastball
26261,744929,668804,643338,53,Four-seam Fastball,Cutter
26262,744929,457705,643338,52,Slider,Four-seam Fastball
26263,744929,457759,676702,51,Four-seam Fastball,Slider
26264,744929,596129,676702,50,Cutter,Cutter
26265,744929,665489,682990,48,Slider,Slider
26266,744929,642133,605135,42,Cutter,Changeup
26267,744929,663647,605135,40,Sinker,Slider
26268,744929,457759,682990,36,Sinker,Slider
26269,744929,596129,682990,35,Sinker,Sinker
26270,744929,666182,682990,34,Four-seam Fastball,Sinker
26271,744929,668804,605135,32,Slider,Four-seam Fastball
26272,744929,665489,682990,29,Slider,Sinker
26273,744929,678225,605135,24,Curveball,Sinker
26274,744929,642133,605135,23,Splitter,Curveball
26275,744929,665833,605135,20,Curveball,Sinker
26276,744929,543807,682990,18,Slider,Slider
26277,744929,457759,682990,17,Slider,Four-seam Fastball
26278,744929,596129,682990,16,Slider,Sinker
26279,744929,457705,605135,14,Sinker,Changeup
26280,744929,667428,605135,13,Sinker,Sinker
26281,744929,642133,605135,11,Sinker,Curveball
26282,744929,693304,605135,10,Cutter,Slider
26283,744929,666182,682990,9,Sinker,Slider
26284,744929,643376,682990,7,Curveball,Slider
